err,val_err
"tf.Tensor(3.53885374291257e-05, shape=(), dtype=float64)","tf.Tensor(0.0037967874433163353, shape=(), dtype=float64)"
"tf.Tensor(3.625742501295728e-05, shape=(), dtype=float64)","tf.Tensor(0.004310507481520928, shape=(), dtype=float64)"
"tf.Tensor(3.594789589660872e-05, shape=(), dtype=float64)","tf.Tensor(0.004234118943850685, shape=(), dtype=float64)"
"tf.Tensor(3.6196350073603424e-05, shape=(), dtype=float64)","tf.Tensor(0.00706314257598362, shape=(), dtype=float64)"
"tf.Tensor(3.581972981951215e-05, shape=(), dtype=float64)","tf.Tensor(0.004058441287943308, shape=(), dtype=float64)"
"tf.Tensor(3.413877061403542e-05, shape=(), dtype=float64)","tf.Tensor(0.003097969123029559, shape=(), dtype=float64)"
"tf.Tensor(3.677994087494025e-05, shape=(), dtype=float64)","tf.Tensor(0.004765180945526787, shape=(), dtype=float64)"
"tf.Tensor(3.7522214875757796e-05, shape=(), dtype=float64)","tf.Tensor(0.004680892890605569, shape=(), dtype=float64)"
"tf.Tensor(3.66016454373476e-05, shape=(), dtype=float64)","tf.Tensor(0.0024342039595435586, shape=(), dtype=float64)"
"tf.Tensor(3.580763164468048e-05, shape=(), dtype=float64)","tf.Tensor(0.002834178751305039, shape=(), dtype=float64)"
"tf.Tensor(3.765549667502768e-05, shape=(), dtype=float64)","tf.Tensor(0.0020369191525187176, shape=(), dtype=float64)"
"tf.Tensor(3.628155321969827e-05, shape=(), dtype=float64)","tf.Tensor(0.002709300606619235, shape=(), dtype=float64)"
"tf.Tensor(3.5983070301343676e-05, shape=(), dtype=float64)","tf.Tensor(0.0025788725061051112, shape=(), dtype=float64)"
"tf.Tensor(3.625128704074103e-05, shape=(), dtype=float64)","tf.Tensor(0.0020719860039958822, shape=(), dtype=float64)"
"tf.Tensor(3.841517484699813e-05, shape=(), dtype=float64)","tf.Tensor(0.002480314733273694, shape=(), dtype=float64)"
"tf.Tensor(3.6845405189093355e-05, shape=(), dtype=float64)","tf.Tensor(0.0023350541597074964, shape=(), dtype=float64)"
"tf.Tensor(3.667210637099019e-05, shape=(), dtype=float64)","tf.Tensor(0.0027856171196796414, shape=(), dtype=float64)"
"tf.Tensor(3.604918391038033e-05, shape=(), dtype=float64)","tf.Tensor(0.0024672589753882545, shape=(), dtype=float64)"
"tf.Tensor(3.9655938895710614e-05, shape=(), dtype=float64)","tf.Tensor(0.002534522357976593, shape=(), dtype=float64)"
"tf.Tensor(3.517189913897527e-05, shape=(), dtype=float64)","tf.Tensor(0.0016245198118603412, shape=(), dtype=float64)"
"tf.Tensor(3.374452203568781e-05, shape=(), dtype=float64)","tf.Tensor(0.0018668210264017981, shape=(), dtype=float64)"
"tf.Tensor(3.642834412710676e-05, shape=(), dtype=float64)","tf.Tensor(0.001242750337628493, shape=(), dtype=float64)"
"tf.Tensor(3.477478766673112e-05, shape=(), dtype=float64)","tf.Tensor(0.0017108571748709967, shape=(), dtype=float64)"
"tf.Tensor(3.509449841480054e-05, shape=(), dtype=float64)","tf.Tensor(0.0022603377529913787, shape=(), dtype=float64)"
"tf.Tensor(3.628026023527757e-05, shape=(), dtype=float64)","tf.Tensor(0.0014764268543148418, shape=(), dtype=float64)"
"tf.Tensor(3.62986824646867e-05, shape=(), dtype=float64)","tf.Tensor(0.0025881919899999593, shape=(), dtype=float64)"
"tf.Tensor(3.5695253419242666e-05, shape=(), dtype=float64)","tf.Tensor(0.0024211692781909676, shape=(), dtype=float64)"
"tf.Tensor(3.460198505425806e-05, shape=(), dtype=float64)","tf.Tensor(0.0018927555615937633, shape=(), dtype=float64)"
"tf.Tensor(3.603471994658713e-05, shape=(), dtype=float64)","tf.Tensor(0.0014931642479679393, shape=(), dtype=float64)"
"tf.Tensor(3.450541382365123e-05, shape=(), dtype=float64)","tf.Tensor(0.002878797495294376, shape=(), dtype=float64)"
"tf.Tensor(3.484593758464927e-05, shape=(), dtype=float64)","tf.Tensor(0.002486437695940143, shape=(), dtype=float64)"
"tf.Tensor(3.44462454558417e-05, shape=(), dtype=float64)","tf.Tensor(0.001746109687633444, shape=(), dtype=float64)"
"tf.Tensor(3.507471150862262e-05, shape=(), dtype=float64)","tf.Tensor(0.001987883073521322, shape=(), dtype=float64)"
"tf.Tensor(3.6193292176464653e-05, shape=(), dtype=float64)","tf.Tensor(0.0014398031052624749, shape=(), dtype=float64)"
"tf.Tensor(3.98851325002431e-05, shape=(), dtype=float64)","tf.Tensor(0.0015935801819014286, shape=(), dtype=float64)"
"tf.Tensor(3.689243551010645e-05, shape=(), dtype=float64)","tf.Tensor(0.0024925038355577056, shape=(), dtype=float64)"
"tf.Tensor(3.718716329592561e-05, shape=(), dtype=float64)","tf.Tensor(0.0013515997366304673, shape=(), dtype=float64)"
"tf.Tensor(3.6378859147932074e-05, shape=(), dtype=float64)","tf.Tensor(0.0016657890143983176, shape=(), dtype=float64)"
"tf.Tensor(3.630194076999374e-05, shape=(), dtype=float64)","tf.Tensor(0.0023306160881237208, shape=(), dtype=float64)"
"tf.Tensor(3.576668798077307e-05, shape=(), dtype=float64)","tf.Tensor(0.0017557111409216763, shape=(), dtype=float64)"
"tf.Tensor(3.5340525366521266e-05, shape=(), dtype=float64)","tf.Tensor(0.0014334873397331147, shape=(), dtype=float64)"
"tf.Tensor(3.573658910896858e-05, shape=(), dtype=float64)","tf.Tensor(0.0018631255888180876, shape=(), dtype=float64)"
"tf.Tensor(3.750226461920852e-05, shape=(), dtype=float64)","tf.Tensor(0.0014751585231931538, shape=(), dtype=float64)"
"tf.Tensor(3.522518424160482e-05, shape=(), dtype=float64)","tf.Tensor(0.002026059071284251, shape=(), dtype=float64)"
"tf.Tensor(3.50170790823033e-05, shape=(), dtype=float64)","tf.Tensor(0.0019074681062208468, shape=(), dtype=float64)"
"tf.Tensor(3.5659623530631125e-05, shape=(), dtype=float64)","tf.Tensor(0.0014485332220995925, shape=(), dtype=float64)"
