err,val_err
"tf.Tensor(3.412123432708326e-05, shape=(), dtype=float64)","tf.Tensor(0.002567205829865311, shape=(), dtype=float64)"
"tf.Tensor(2.9423709914278126e-05, shape=(), dtype=float64)","tf.Tensor(0.0025451150400877514, shape=(), dtype=float64)"
"tf.Tensor(2.4272969460900894e-05, shape=(), dtype=float64)","tf.Tensor(0.0028663636489327585, shape=(), dtype=float64)"
"tf.Tensor(2.9564791636249717e-05, shape=(), dtype=float64)","tf.Tensor(0.0029119626505923913, shape=(), dtype=float64)"
"tf.Tensor(2.480656386131674e-05, shape=(), dtype=float64)","tf.Tensor(0.002282097527746411, shape=(), dtype=float64)"
"tf.Tensor(3.524463673548622e-05, shape=(), dtype=float64)","tf.Tensor(0.0027628724509573483, shape=(), dtype=float64)"
"tf.Tensor(2.6291412667421295e-05, shape=(), dtype=float64)","tf.Tensor(0.0025738814932147257, shape=(), dtype=float64)"
"tf.Tensor(2.1982858493208502e-05, shape=(), dtype=float64)","tf.Tensor(0.003542849399227313, shape=(), dtype=float64)"
"tf.Tensor(2.80297657093277e-05, shape=(), dtype=float64)","tf.Tensor(0.0028057937407835612, shape=(), dtype=float64)"
"tf.Tensor(2.770946520887977e-05, shape=(), dtype=float64)","tf.Tensor(0.0024859299767969805, shape=(), dtype=float64)"
"tf.Tensor(4.0153722614171645e-05, shape=(), dtype=float64)","tf.Tensor(0.0029107492761944213, shape=(), dtype=float64)"
"tf.Tensor(3.016559601691472e-05, shape=(), dtype=float64)","tf.Tensor(0.003575709505931525, shape=(), dtype=float64)"
"tf.Tensor(2.566809369558281e-05, shape=(), dtype=float64)","tf.Tensor(0.0028414087708393014, shape=(), dtype=float64)"
"tf.Tensor(3.4737141677919006e-05, shape=(), dtype=float64)","tf.Tensor(0.0024859765848832603, shape=(), dtype=float64)"
"tf.Tensor(2.770124966323852e-05, shape=(), dtype=float64)","tf.Tensor(0.002553804496767911, shape=(), dtype=float64)"
"tf.Tensor(2.7939408811215743e-05, shape=(), dtype=float64)","tf.Tensor(0.0027502542100550933, shape=(), dtype=float64)"
"tf.Tensor(3.045079415883379e-05, shape=(), dtype=float64)","tf.Tensor(0.0027197330267217843, shape=(), dtype=float64)"
"tf.Tensor(2.9796580504201695e-05, shape=(), dtype=float64)","tf.Tensor(0.002717405760027694, shape=(), dtype=float64)"
"tf.Tensor(3.258573591813727e-05, shape=(), dtype=float64)","tf.Tensor(0.002517558972706022, shape=(), dtype=float64)"
"tf.Tensor(2.836515977731821e-05, shape=(), dtype=float64)","tf.Tensor(0.0030481507431760124, shape=(), dtype=float64)"
"tf.Tensor(2.9664849695122703e-05, shape=(), dtype=float64)","tf.Tensor(0.0027005502891801034, shape=(), dtype=float64)"
"tf.Tensor(3.326547770600588e-05, shape=(), dtype=float64)","tf.Tensor(0.0026508456514008527, shape=(), dtype=float64)"
"tf.Tensor(3.034224082615584e-05, shape=(), dtype=float64)","tf.Tensor(0.0023828778314633615, shape=(), dtype=float64)"
"tf.Tensor(5.4157039061874696e-05, shape=(), dtype=float64)","tf.Tensor(0.0027450766438137293, shape=(), dtype=float64)"
"tf.Tensor(3.11896408621821e-05, shape=(), dtype=float64)","tf.Tensor(0.0030568258617712915, shape=(), dtype=float64)"
"tf.Tensor(3.0212858323255798e-05, shape=(), dtype=float64)","tf.Tensor(0.002930842798680604, shape=(), dtype=float64)"
"tf.Tensor(2.9996188880071782e-05, shape=(), dtype=float64)","tf.Tensor(0.002723136999795795, shape=(), dtype=float64)"
"tf.Tensor(3.148395485130977e-05, shape=(), dtype=float64)","tf.Tensor(0.002546438147387238, shape=(), dtype=float64)"
"tf.Tensor(2.046471028236748e-05, shape=(), dtype=float64)","tf.Tensor(0.002332027608634183, shape=(), dtype=float64)"
"tf.Tensor(2.97794136573304e-05, shape=(), dtype=float64)","tf.Tensor(0.0020873579569458314, shape=(), dtype=float64)"
"tf.Tensor(3.401687221554368e-05, shape=(), dtype=float64)","tf.Tensor(0.002423823565955296, shape=(), dtype=float64)"
"tf.Tensor(2.264306162145807e-05, shape=(), dtype=float64)","tf.Tensor(0.0019858403032486545, shape=(), dtype=float64)"
"tf.Tensor(4.151727987820586e-05, shape=(), dtype=float64)","tf.Tensor(0.0028432068132345422, shape=(), dtype=float64)"
"tf.Tensor(3.0428018644751532e-05, shape=(), dtype=float64)","tf.Tensor(0.002768724894094912, shape=(), dtype=float64)"
"tf.Tensor(2.4293222720198444e-05, shape=(), dtype=float64)","tf.Tensor(0.0036193593008154758, shape=(), dtype=float64)"
"tf.Tensor(2.653800832278272e-05, shape=(), dtype=float64)","tf.Tensor(0.0017303354911685704, shape=(), dtype=float64)"
"tf.Tensor(2.8537418260903696e-05, shape=(), dtype=float64)","tf.Tensor(0.003304053790908233, shape=(), dtype=float64)"
"tf.Tensor(3.301177366437356e-05, shape=(), dtype=float64)","tf.Tensor(0.004170849677237231, shape=(), dtype=float64)"
"tf.Tensor(2.441150777217611e-05, shape=(), dtype=float64)","tf.Tensor(0.0031262821052647828, shape=(), dtype=float64)"
"tf.Tensor(4.426757188267415e-05, shape=(), dtype=float64)","tf.Tensor(0.001621460295771424, shape=(), dtype=float64)"
"tf.Tensor(4.1360582742873186e-05, shape=(), dtype=float64)","tf.Tensor(0.0019424232043096668, shape=(), dtype=float64)"
"tf.Tensor(3.0273712127421488e-05, shape=(), dtype=float64)","tf.Tensor(0.0018562248818749024, shape=(), dtype=float64)"
"tf.Tensor(4.600468142711468e-05, shape=(), dtype=float64)","tf.Tensor(0.002582093966501343, shape=(), dtype=float64)"
"tf.Tensor(2.8228976824192275e-05, shape=(), dtype=float64)","tf.Tensor(0.0035183547736582677, shape=(), dtype=float64)"
"tf.Tensor(3.2292416256850944e-05, shape=(), dtype=float64)","tf.Tensor(0.0019928181743232827, shape=(), dtype=float64)"
"tf.Tensor(3.6719577523028497e-05, shape=(), dtype=float64)","tf.Tensor(0.0026841309474946707, shape=(), dtype=float64)"
"tf.Tensor(3.2021493653896085e-05, shape=(), dtype=float64)","tf.Tensor(0.003071379893098458, shape=(), dtype=float64)"
"tf.Tensor(2.774992001302437e-05, shape=(), dtype=float64)","tf.Tensor(0.0023209902253830948, shape=(), dtype=float64)"
"tf.Tensor(2.9988579803894358e-05, shape=(), dtype=float64)","tf.Tensor(0.0044732581542854186, shape=(), dtype=float64)"
"tf.Tensor(2.9970707759971516e-05, shape=(), dtype=float64)","tf.Tensor(0.002444137680808299, shape=(), dtype=float64)"
"tf.Tensor(2.5395046098848646e-05, shape=(), dtype=float64)","tf.Tensor(0.00233869532086378, shape=(), dtype=float64)"
"tf.Tensor(3.9625332567990644e-05, shape=(), dtype=float64)","tf.Tensor(0.002718578615370259, shape=(), dtype=float64)"
"tf.Tensor(3.3942039055175755e-05, shape=(), dtype=float64)","tf.Tensor(0.0019879680005601245, shape=(), dtype=float64)"
"tf.Tensor(2.931908923048648e-05, shape=(), dtype=float64)","tf.Tensor(0.0022135124998074176, shape=(), dtype=float64)"
"tf.Tensor(4.608919929364594e-05, shape=(), dtype=float64)","tf.Tensor(0.0025213363132343077, shape=(), dtype=float64)"
"tf.Tensor(4.8725717156604845e-05, shape=(), dtype=float64)","tf.Tensor(0.004046425229145263, shape=(), dtype=float64)"
"tf.Tensor(1.8782051352872273e-05, shape=(), dtype=float64)","tf.Tensor(0.0030000196729697433, shape=(), dtype=float64)"
"tf.Tensor(3.111133578166757e-05, shape=(), dtype=float64)","tf.Tensor(0.002957278996460734, shape=(), dtype=float64)"
