err,val_err
"tf.Tensor(1.2742470638331058e-05, shape=(), dtype=float64)","tf.Tensor(1.5939611907189992e-05, shape=(), dtype=float64)"
"tf.Tensor(1.1641440576361014e-05, shape=(), dtype=float64)","tf.Tensor(1.7822100839045498e-05, shape=(), dtype=float64)"
"tf.Tensor(1.2749079983385479e-05, shape=(), dtype=float64)","tf.Tensor(1.2229391238254903e-05, shape=(), dtype=float64)"
"tf.Tensor(1.2867358952944615e-05, shape=(), dtype=float64)","tf.Tensor(3.711119296808835e-05, shape=(), dtype=float64)"
"tf.Tensor(1.29708533517494e-05, shape=(), dtype=float64)","tf.Tensor(3.950405679453731e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1851502703341997e-05, shape=(), dtype=float64)","tf.Tensor(2.0787542821856958e-05, shape=(), dtype=float64)"
"tf.Tensor(1.1502993522719345e-05, shape=(), dtype=float64)","tf.Tensor(2.9804652588035454e-05, shape=(), dtype=float64)"
"tf.Tensor(1.4830141263013713e-05, shape=(), dtype=float64)","tf.Tensor(2.894898691509023e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2314840059496735e-05, shape=(), dtype=float64)","tf.Tensor(2.506590727382079e-05, shape=(), dtype=float64)"
"tf.Tensor(1.4506154083961285e-05, shape=(), dtype=float64)","tf.Tensor(7.530475250504464e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3458315229926884e-05, shape=(), dtype=float64)","tf.Tensor(6.249210753093746e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1987540045101685e-05, shape=(), dtype=float64)","tf.Tensor(5.690631590663146e-06, shape=(), dtype=float64)"
"tf.Tensor(1.3400805774797933e-05, shape=(), dtype=float64)","tf.Tensor(9.616408698526816e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1978144355073947e-05, shape=(), dtype=float64)","tf.Tensor(8.436945925611266e-06, shape=(), dtype=float64)"
"tf.Tensor(1.4097080945015062e-05, shape=(), dtype=float64)","tf.Tensor(1.410881821863294e-05, shape=(), dtype=float64)"
"tf.Tensor(1.1982655579821535e-05, shape=(), dtype=float64)","tf.Tensor(1.2704472578060305e-05, shape=(), dtype=float64)"
"tf.Tensor(1.4304958409526347e-05, shape=(), dtype=float64)","tf.Tensor(9.777124896144257e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2685695439426259e-05, shape=(), dtype=float64)","tf.Tensor(0.00011862187937901436, shape=(), dtype=float64)"
"tf.Tensor(1.095334234504287e-05, shape=(), dtype=float64)","tf.Tensor(7.435588045132346e-06, shape=(), dtype=float64)"
"tf.Tensor(1.323018338915067e-05, shape=(), dtype=float64)","tf.Tensor(9.79229295317795e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1481555838293833e-05, shape=(), dtype=float64)","tf.Tensor(6.432368828138996e-05, shape=(), dtype=float64)"
"tf.Tensor(1.2666886076929019e-05, shape=(), dtype=float64)","tf.Tensor(2.1357898022854096e-05, shape=(), dtype=float64)"
"tf.Tensor(1.2131480016234951e-05, shape=(), dtype=float64)","tf.Tensor(3.0355840832053333e-05, shape=(), dtype=float64)"
"tf.Tensor(1.189034540798103e-05, shape=(), dtype=float64)","tf.Tensor(2.4031911504367892e-05, shape=(), dtype=float64)"
"tf.Tensor(1.2276237918637493e-05, shape=(), dtype=float64)","tf.Tensor(1.8175464167632493e-05, shape=(), dtype=float64)"
"tf.Tensor(1.0468817879481453e-05, shape=(), dtype=float64)","tf.Tensor(7.653180824653343e-06, shape=(), dtype=float64)"
"tf.Tensor(1.327459786931395e-05, shape=(), dtype=float64)","tf.Tensor(1.196862332073306e-05, shape=(), dtype=float64)"
"tf.Tensor(1.4790470949163562e-05, shape=(), dtype=float64)","tf.Tensor(9.293669280755383e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2115855361071406e-05, shape=(), dtype=float64)","tf.Tensor(2.003399613683602e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3841505536917282e-05, shape=(), dtype=float64)","tf.Tensor(2.2953073272044982e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3871583938222493e-05, shape=(), dtype=float64)","tf.Tensor(1.5430767818125127e-05, shape=(), dtype=float64)"
"tf.Tensor(1.1756239168223421e-05, shape=(), dtype=float64)","tf.Tensor(7.460809671686018e-06, shape=(), dtype=float64)"
"tf.Tensor(1.4301145849343232e-05, shape=(), dtype=float64)","tf.Tensor(8.730487606104273e-06, shape=(), dtype=float64)"
"tf.Tensor(1.317426347574461e-05, shape=(), dtype=float64)","tf.Tensor(4.643441836166524e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2074233496955203e-05, shape=(), dtype=float64)","tf.Tensor(1.0688614665372132e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3586663794876746e-05, shape=(), dtype=float64)","tf.Tensor(2.4894788138849857e-06, shape=(), dtype=float64)"
"tf.Tensor(1.299413143182319e-05, shape=(), dtype=float64)","tf.Tensor(7.868530633724916e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2586675484715386e-05, shape=(), dtype=float64)","tf.Tensor(8.473000527256581e-06, shape=(), dtype=float64)"
"tf.Tensor(1.5223855462565436e-05, shape=(), dtype=float64)","tf.Tensor(6.4336212481541885e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1186217407119262e-05, shape=(), dtype=float64)","tf.Tensor(3.0654615010741197e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1709793058645885e-05, shape=(), dtype=float64)","tf.Tensor(1.217561773002167e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3074802308209153e-05, shape=(), dtype=float64)","tf.Tensor(2.3166464327095293e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1136600852867394e-05, shape=(), dtype=float64)","tf.Tensor(2.8115131127136323e-06, shape=(), dtype=float64)"
"tf.Tensor(1.096048865387779e-05, shape=(), dtype=float64)","tf.Tensor(5.196633313462533e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2480362567749862e-05, shape=(), dtype=float64)","tf.Tensor(9.809030880763997e-06, shape=(), dtype=float64)"
"tf.Tensor(1.3866604509783262e-05, shape=(), dtype=float64)","tf.Tensor(2.2234301236696392e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3008125149384018e-05, shape=(), dtype=float64)","tf.Tensor(4.801348937222205e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2514903726824285e-05, shape=(), dtype=float64)","tf.Tensor(8.494089673217664e-05, shape=(), dtype=float64)"
"tf.Tensor(1.1147056532034352e-05, shape=(), dtype=float64)","tf.Tensor(1.3544532291650272e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3488040595564959e-05, shape=(), dtype=float64)","tf.Tensor(1.1571325047257498e-05, shape=(), dtype=float64)"
"tf.Tensor(1.168533834140269e-05, shape=(), dtype=float64)","tf.Tensor(1.0788547457187513e-05, shape=(), dtype=float64)"
"tf.Tensor(1.3705114146963657e-05, shape=(), dtype=float64)","tf.Tensor(5.198585677742054e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2623784936586948e-05, shape=(), dtype=float64)","tf.Tensor(1.9355791916647675e-05, shape=(), dtype=float64)"
"tf.Tensor(1.0582358506602044e-05, shape=(), dtype=float64)","tf.Tensor(2.0253557895929538e-05, shape=(), dtype=float64)"
"tf.Tensor(1.1055215873701024e-05, shape=(), dtype=float64)","tf.Tensor(2.263529363500914e-05, shape=(), dtype=float64)"
"tf.Tensor(1.2651377471020744e-05, shape=(), dtype=float64)","tf.Tensor(1.8704732172340893e-05, shape=(), dtype=float64)"
"tf.Tensor(1.2138317864036693e-05, shape=(), dtype=float64)","tf.Tensor(2.1195692448660297e-05, shape=(), dtype=float64)"
"tf.Tensor(1.643362464534044e-05, shape=(), dtype=float64)","tf.Tensor(2.3934678339367936e-06, shape=(), dtype=float64)"
"tf.Tensor(1.2451388993146149e-05, shape=(), dtype=float64)","tf.Tensor(5.8935244238972575e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1923852987938653e-05, shape=(), dtype=float64)","tf.Tensor(9.489610541877938e-06, shape=(), dtype=float64)"
"tf.Tensor(1.3234524900891873e-05, shape=(), dtype=float64)","tf.Tensor(9.964438600031062e-06, shape=(), dtype=float64)"
"tf.Tensor(1.1365486758945239e-05, shape=(), dtype=float64)","tf.Tensor(0.0007225594147963318, shape=(), dtype=float64)"
"tf.Tensor(1.1212792173125244e-05, shape=(), dtype=float64)","tf.Tensor(0.00044655425480086963, shape=(), dtype=float64)"
"tf.Tensor(1.2647192221891124e-05, shape=(), dtype=float64)","tf.Tensor(0.0016521179083699618, shape=(), dtype=float64)"
"tf.Tensor(1.2306338858774211e-05, shape=(), dtype=float64)","tf.Tensor(0.0007575809531738758, shape=(), dtype=float64)"
"tf.Tensor(1.351325587049873e-05, shape=(), dtype=float64)","tf.Tensor(0.002302250274971792, shape=(), dtype=float64)"
"tf.Tensor(1.2106118175835168e-05, shape=(), dtype=float64)","tf.Tensor(0.0033047395236154454, shape=(), dtype=float64)"
"tf.Tensor(1.1879581786420747e-05, shape=(), dtype=float64)","tf.Tensor(0.004386686489731716, shape=(), dtype=float64)"
"tf.Tensor(1.3785818202329451e-05, shape=(), dtype=float64)","tf.Tensor(0.0035901836185187417, shape=(), dtype=float64)"
"tf.Tensor(1.1455221628752846e-05, shape=(), dtype=float64)","tf.Tensor(0.0034210000111302517, shape=(), dtype=float64)"
"tf.Tensor(1.292164865960193e-05, shape=(), dtype=float64)","tf.Tensor(0.0029476178342039226, shape=(), dtype=float64)"
"tf.Tensor(1.1194870391689104e-05, shape=(), dtype=float64)","tf.Tensor(0.0023762599810899787, shape=(), dtype=float64)"
"tf.Tensor(1.1261242419508446e-05, shape=(), dtype=float64)","tf.Tensor(0.006256562850131928, shape=(), dtype=float64)"
"tf.Tensor(1.4280960079591203e-05, shape=(), dtype=float64)","tf.Tensor(0.0018035703603925736, shape=(), dtype=float64)"
"tf.Tensor(1.1231723672225587e-05, shape=(), dtype=float64)","tf.Tensor(0.0035606677887175123, shape=(), dtype=float64)"
"tf.Tensor(1.3906347977911372e-05, shape=(), dtype=float64)","tf.Tensor(0.004564117454520922, shape=(), dtype=float64)"
"tf.Tensor(1.1417091134058793e-05, shape=(), dtype=float64)","tf.Tensor(0.0024529605724651978, shape=(), dtype=float64)"
"tf.Tensor(1.2516370341657265e-05, shape=(), dtype=float64)","tf.Tensor(0.0030926606586757113, shape=(), dtype=float64)"
"tf.Tensor(1.4004167810283742e-05, shape=(), dtype=float64)","tf.Tensor(0.0028715751696032545, shape=(), dtype=float64)"
"tf.Tensor(1.0212196339728731e-05, shape=(), dtype=float64)","tf.Tensor(0.002942616202350763, shape=(), dtype=float64)"
"tf.Tensor(1.0843470935201855e-05, shape=(), dtype=float64)","tf.Tensor(0.0026044191315179824, shape=(), dtype=float64)"
"tf.Tensor(1.0121196683012942e-05, shape=(), dtype=float64)","tf.Tensor(0.0023662368372021287, shape=(), dtype=float64)"
"tf.Tensor(1.136997453150236e-05, shape=(), dtype=float64)","tf.Tensor(0.0030305440915031926, shape=(), dtype=float64)"
"tf.Tensor(1.027455497127027e-05, shape=(), dtype=float64)","tf.Tensor(0.004483463870589453, shape=(), dtype=float64)"
"tf.Tensor(1.2004519556358433e-05, shape=(), dtype=float64)","tf.Tensor(0.0024224463416978427, shape=(), dtype=float64)"
"tf.Tensor(1.1842036143029058e-05, shape=(), dtype=float64)","tf.Tensor(0.0036900358793934503, shape=(), dtype=float64)"
"tf.Tensor(1.0398782571499218e-05, shape=(), dtype=float64)","tf.Tensor(0.0025177647901531296, shape=(), dtype=float64)"
"tf.Tensor(1.227239145281609e-05, shape=(), dtype=float64)","tf.Tensor(0.003302085379193377, shape=(), dtype=float64)"
"tf.Tensor(1.4463110737853771e-05, shape=(), dtype=float64)","tf.Tensor(0.003981925620749633, shape=(), dtype=float64)"
"tf.Tensor(1.0554019916469438e-05, shape=(), dtype=float64)","tf.Tensor(0.003205817493758389, shape=(), dtype=float64)"
"tf.Tensor(1.1100051921613648e-05, shape=(), dtype=float64)","tf.Tensor(0.0033062823558860787, shape=(), dtype=float64)"
"tf.Tensor(1.1655428079804822e-05, shape=(), dtype=float64)","tf.Tensor(0.002466994636391694, shape=(), dtype=float64)"
"tf.Tensor(1.1814592557746158e-05, shape=(), dtype=float64)","tf.Tensor(0.0057355077641239715, shape=(), dtype=float64)"
"tf.Tensor(1.2314367034035347e-05, shape=(), dtype=float64)","tf.Tensor(0.00383437520792872, shape=(), dtype=float64)"
"tf.Tensor(1.1505275205010764e-05, shape=(), dtype=float64)","tf.Tensor(0.002399741786877842, shape=(), dtype=float64)"
"tf.Tensor(1.0230337349916031e-05, shape=(), dtype=float64)","tf.Tensor(0.003343224989168225, shape=(), dtype=float64)"
"tf.Tensor(9.245056531802038e-06, shape=(), dtype=float64)","tf.Tensor(0.0046655656421007155, shape=(), dtype=float64)"
"tf.Tensor(1.1348235961097152e-05, shape=(), dtype=float64)","tf.Tensor(0.005511143809091051, shape=(), dtype=float64)"
"tf.Tensor(1.2712156684073537e-05, shape=(), dtype=float64)","tf.Tensor(0.0039995709090572375, shape=(), dtype=float64)"
"tf.Tensor(1.0217072828239913e-05, shape=(), dtype=float64)","tf.Tensor(0.003293024704555388, shape=(), dtype=float64)"
"tf.Tensor(1.0297948991051613e-05, shape=(), dtype=float64)","tf.Tensor(0.003487447112858058, shape=(), dtype=float64)"
"tf.Tensor(1.0142001876905485e-05, shape=(), dtype=float64)","tf.Tensor(0.005012627334191121, shape=(), dtype=float64)"
"tf.Tensor(1.1986814016808214e-05, shape=(), dtype=float64)","tf.Tensor(0.005196277646830253, shape=(), dtype=float64)"
"tf.Tensor(1.2026996510692421e-05, shape=(), dtype=float64)","tf.Tensor(0.003874397083240318, shape=(), dtype=float64)"
"tf.Tensor(1.165941145432871e-05, shape=(), dtype=float64)","tf.Tensor(0.003191403456265005, shape=(), dtype=float64)"
"tf.Tensor(1.3352999885848325e-05, shape=(), dtype=float64)","tf.Tensor(0.002531527040317928, shape=(), dtype=float64)"
"tf.Tensor(1.3042098382773069e-05, shape=(), dtype=float64)","tf.Tensor(0.004580099583335834, shape=(), dtype=float64)"
"tf.Tensor(1.1056022777362016e-05, shape=(), dtype=float64)","tf.Tensor(0.0028089065702657, shape=(), dtype=float64)"
"tf.Tensor(1.104118179177134e-05, shape=(), dtype=float64)","tf.Tensor(0.0043564639690462335, shape=(), dtype=float64)"
"tf.Tensor(1.121939911727954e-05, shape=(), dtype=float64)","tf.Tensor(0.0034610095377591923, shape=(), dtype=float64)"
"tf.Tensor(1.1511623204396766e-05, shape=(), dtype=float64)","tf.Tensor(0.003411245152584169, shape=(), dtype=float64)"
"tf.Tensor(1.1144342435750188e-05, shape=(), dtype=float64)","tf.Tensor(0.0035628285604544624, shape=(), dtype=float64)"
"tf.Tensor(1.5089691483378468e-05, shape=(), dtype=float64)","tf.Tensor(0.0037575568860358207, shape=(), dtype=float64)"
"tf.Tensor(1.082891507363714e-05, shape=(), dtype=float64)","tf.Tensor(0.003201991594718524, shape=(), dtype=float64)"
"tf.Tensor(1.1235468808582275e-05, shape=(), dtype=float64)","tf.Tensor(0.0021981405704281625, shape=(), dtype=float64)"
"tf.Tensor(1.017950416961713e-05, shape=(), dtype=float64)","tf.Tensor(0.002481429588386878, shape=(), dtype=float64)"
"tf.Tensor(1.36162028647276e-05, shape=(), dtype=float64)","tf.Tensor(0.004202049429873149, shape=(), dtype=float64)"
"tf.Tensor(1.239756984953591e-05, shape=(), dtype=float64)","tf.Tensor(0.0024410762581423516, shape=(), dtype=float64)"
"tf.Tensor(9.647358313781983e-06, shape=(), dtype=float64)","tf.Tensor(0.0031474669253480883, shape=(), dtype=float64)"
"tf.Tensor(1.3296031326814189e-05, shape=(), dtype=float64)","tf.Tensor(0.003596403480169382, shape=(), dtype=float64)"
"tf.Tensor(1.2386354803852342e-05, shape=(), dtype=float64)","tf.Tensor(0.005293604471881223, shape=(), dtype=float64)"
"tf.Tensor(1.1549917567952624e-05, shape=(), dtype=float64)","tf.Tensor(0.003223937194166257, shape=(), dtype=float64)"
"tf.Tensor(1.2117579759549182e-05, shape=(), dtype=float64)","tf.Tensor(0.0014541174140049035, shape=(), dtype=float64)"
"tf.Tensor(1.1205638423641293e-05, shape=(), dtype=float64)","tf.Tensor(0.0023777123463439714, shape=(), dtype=float64)"
