40,4.879224824637112,7.3824192790796515,16.418690451934292,32.90335998880337,59.057345339774855,95.85832226770962,141.09741295889478,187.54497272610718,221.61979423620747,222.01871974141423
80,5.389744816729733,8.592040063408517,21.66671625070099,48.761204553033735,97.49385211490534,174.99340584936792,282.824375207097,409.72010642531137,523.1526976474457,559.3690724508604
120,5.8183267223049056,9.65094602194578,26.290773834004764,62.62259906446867,132.37773822884208,250.97396010111092,428.0533273874132,653.7716422189607,879.0759432735573,988.1044418271848
160,6.191602092769334,10.604513485148079,33.41081400075632,88.9659152161445,208.26286510355345,433.50689948209794,805.0260144197968,1327.0780644660374,1906.6562538151902,2257.478417676444
200,6.524572438673553,11.479074599322047,39.234972378453946,110.21032248776883,271.5459913451141,593.7090945809148,1155.7772618678855,1993.1868691275763,2988.573289685556,3680.0651311331917
240,6.826625493196182,12.291528476632523,45.409338666973184,134.03544496710484,346.24301123143533,792.0596671036473,1610.04528741042,2893.246174784027,4509.42607311604,5752.156159030754
280,7.104073328672596,13.053489032547793,54.518094805349975,174.18472953239072,484.0411392060427,1184.478536314222,2561.5496975717356,4869.316178668932,7975.453734345866,10591.68655941355
320,7.361388244384649,13.773345682159732,66.7425386930185,234.04452516363907,708.2135526109489,1873.6009183362262,4349.949859871436,8812.7403479366,15254.379216275865,21155.62315022772
360,7.601868295830296,14.45739314140251,87.5273166772081,351.98191530884543,1205.7053659058745,3568.491851390812,9163.1264229625,20287.334033379688,37849.22187909389,55483.80344560405
400,7.828023631555136,15.110497997812878,120.45520760906535,571.0247747699395,2269.499086478504,7681.45707170315,22241.641770122184,54719.10767122212,111531.45189099056,174401.1893167844
