40,-106.8338263346451,-107.21473444457312,-110.91578831702189,-112.68344854854625,-112.68344854854625,-113.39625367744979,-113.56356624496907,-113.56356624496907,-115.81760944306541,-115.84706857965062,-115.84706857965062,-116.45569347459787,-116.45569347459787,-116.45569347459787,-116.45569347459787,-116.45569347459787,-116.45569347459787,-116.45569347459787,-116.45569347459787,-116.45569347459787,-116.45569347459787
80,-113.51901999478207,-117.91505458318731,-118.63418406963275,-119.9321869689755,-121.5258532999571,-121.5258532999571,-122.34938892232122,-122.34938892232122,-122.34938892232122,-122.34938892232122,-123.86481843681618,-123.86481843681618,-123.86481843681618,-123.86481843681618,-124.35792377780697,-125.26958517977877,-125.26958517977877,-125.26958517977877,-125.26958517977877,-125.26958517977877,-125.26958517977877
120,-115.43034591225809,-121.01628202824922,-123.11014613323398,-124.92076243472373,-126.00032832497976,-126.00032832497976,-126.58247889176319,-126.58247889176319,-126.58247889176319,-126.58247889176319,-128.05814176805086,-128.05814176805086,-128.05814176805086,-129.11621984014255,-129.11621984014255,-129.71399376581203,-129.71399376581203,-129.71399376581203,-130.70652917901657,-130.70652917901657,-130.70652917901657
160,-120.34680584429672,-122.9154811698502,-126.27456576633247,-127.65224078883085,-127.63161679641097,-129.46946071826576,-129.46946071826576,-129.9498973068804,-130.61443692827962,-132.1259352946279,-132.1259352946279,-132.1259352946279,-132.1259352946279,-132.1259352946279,-132.80303876421004,-132.80303876421004,-132.80303876421004,-132.8511045640299,-132.8511045640299,-134.39754926749774,-134.39754926749774
200,-128.35914704469755,-130.77828990640148,-131.2233473959273,-135.35432236062104,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.13053313154379,-136.22367139804115,-136.55330967734122,-136.55330967734122,-136.55330967734122,-137.13365947827512,-137.13365947827512
240,-129.6040567476455,-131.2672634633723,-134.18889147663026,-135.07226722108763,-136.86786159639573,-137.42349337882635,-137.42349337882635,-137.76992487880594,-138.90046480213658,-138.5829572432987,-138.5829572432987,-138.5829572432987,-138.5829572432987,-138.69770678650292,-138.69770678650292,-139.761522717749,-139.86439171369707,-139.86439171369707,-139.86439171369707,-139.86439171369707,-139.86439171369707
280,-130.8352231247138,-134.5573908790668,-137.79295586130218,-137.1994034692004,-137.1994034692004,-137.1994034692004,-138.87696893639557,-138.87696893639557,-138.59241654830205,-139.46580775977023,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-140.05000614065258,-140.05000614065258,-140.05000614065258,-140.05000614065258
320,-134.27168340197704,-136.1104585623391,-137.5827087111577,-138.3472867762041,-138.3472867762041,-138.3472867762041,-138.3472867762041,-138.59241654830205,-139.46580775977023,-139.75242606929456,-139.75242606929456,-139.75242606929456,-139.75242606929456,-139.75242606929456,-139.75242606929456,-139.75242606929456,-139.95689059676926,-139.95689059676926,-139.95689059676926,-139.95689059676926,-139.95689059676926
360,-134.7293220832626,-138.51364492249337,-138.53619067358522,-138.53619067358522,-138.53619067358522,-138.53619067358522,-138.53619067358522,-138.53619067358522,-139.63216590605947,-139.63216590605947,-139.63216590605947,-139.63216590605947,-139.63216590605947,-139.63216590605947,-139.63216590605947,-139.63216590605947,-139.79465514648933,-139.79465514648933,-139.79465514648933,-139.79465514648933,-139.79465514648933
400,-134.81110063654722,-137.6874455807761,-137.6874455807761,-138.51364492249337,-138.53619067358522,-138.86136328511492,-138.86136328511492,-139.6117087091619,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217,-140.11617478668217
