40,-86.26165866643558,-87.25244410100912,-87.25596465760377,-87.55244967782642,-87.55244967782642,-90.34236255937903,-90.91430478607052,-90.91430478607052,-91.05191341914463,-91.05191341914463,-92.35199064714999,-92.63132151150222,-92.63132151150222,-92.63132151150222,-92.63132151150222,-92.63132151150222,-92.63132151150222,-92.63132151150222,-92.63132151150222,-92.63132151150222,-92.63132151150222
80,-91.84537871926727,-94.55339677609147,-96.22838167705258,-96.22838167705258,-96.68427606868842,-96.68427606868842,-96.88386415403137,-96.88386415403137,-97.57100538894446,-97.57100538894446,-97.57100538894446,-99.46886723606897,-99.46886723606897,-99.46886723606897,-99.46886723606897,-99.46886723606897,-99.54166721927326,-99.54166721927326,-99.54166721927326,-99.54166721927326,-99.54166721927326
120,-92.59794135660792,-95.96092682123972,-97.58150083735023,-98.48199474005754,-99.26497439728185,-99.72571303001178,-99.72571303001178,-100.87664085986647,-101.1115232120628,-101.1115232120628,-101.1115232120628,-101.49802822368444,-101.49802822368444,-102.35334011329012,-102.35334011329012,-102.35334011329012,-102.43581538047324,-102.43581538047324,-102.91516236975536,-102.91516236975536,-102.91516236975536
160,-97.7121660376447,-99.53253499831007,-100.38833706997004,-100.550360680917,-100.550360680917,-102.46345393787136,-102.46345393787136,-102.46345393787136,-102.24476351966594,-103.95936496870893,-103.95936496870893,-103.95936496870893,-103.95936496870893,-103.95936496870893,-104.34560870711866,-104.34560870711866,-104.34560870711866,-104.34560870711866,-104.34560870711866,-104.3699170457673,-104.3699170457673
200,-101.5597606343338,-103.0512917932594,-103.0512917932594,-105.63642189859586,-105.73487862538745,-105.73487862538745,-105.73487862538745,-105.73487862538745,-105.7961811172373,-105.7961811172373,-105.7961811172373,-105.97256312902539,-105.97256312902539,-105.97256312902539,-105.97256312902539,-105.97256312902539,-106.14611218309616,-106.14611218309616,-106.14611218309616,-106.14611218309616,-106.14611218309616
240,-102.45864284697741,-104.09690158423314,-105.68203726986334,-106.76392640171366,-107.79841839439658,-107.90677813666493,-107.90677813666493,-107.90677813666493,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556,-108.38851994734556
280,-104.10526771767685,-106.04651515801564,-106.80806238217666,-106.80806238217666,-106.81149144320094,-106.81149144320094,-106.81149144320094,-106.81149144320094,-107.74729117819786,-108.44565029522369,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621
320,-106.43061735539948,-106.7649344398392,-106.80806238217666,-107.39770695429934,-107.39770695429934,-107.39770695429934,-107.74729117819786,-107.74729117819786,-108.44565029522369,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621,-108.4613598417621
360,-106.13291042610376,-107.92154380532088,-107.92154380532088,-108.07740684568073,-108.07740684568073,-108.07740684568073,-108.07740684568073,-108.07740684568073,-108.66471426867876,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325,-109.09752380881325
400,-106.18787382113689,-107.80554844787694,-107.80554844787694,-107.83391324840919,-107.94227299067754,-107.94227299067754,-107.94227299067754,-107.94227299067754,-108.41907844963488,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816,-108.68246953617816
