err,val_err
"tf.Tensor(0.0006327294606891697, shape=(), dtype=float64)","tf.Tensor(0.0015439247936942001, shape=(), dtype=float64)"
"tf.Tensor(0.0006098773728470606, shape=(), dtype=float64)","tf.Tensor(0.0017806734985965197, shape=(), dtype=float64)"
"tf.Tensor(0.0006140129123875303, shape=(), dtype=float64)","tf.Tensor(0.0016930653919231269, shape=(), dtype=float64)"
"tf.Tensor(0.0006135001201753503, shape=(), dtype=float64)","tf.Tensor(0.001664470461941426, shape=(), dtype=float64)"
"tf.Tensor(0.0006111668868265123, shape=(), dtype=float64)","tf.Tensor(0.001440058548724759, shape=(), dtype=float64)"
"tf.Tensor(0.0006122151662819553, shape=(), dtype=float64)","tf.Tensor(0.001564527672785814, shape=(), dtype=float64)"
"tf.Tensor(0.000613436280722619, shape=(), dtype=float64)","tf.Tensor(0.0017957492084083237, shape=(), dtype=float64)"
"tf.Tensor(0.0006119993194061438, shape=(), dtype=float64)","tf.Tensor(0.001655884123851829, shape=(), dtype=float64)"
"tf.Tensor(0.0006131186112434747, shape=(), dtype=float64)","tf.Tensor(0.0020728633216851268, shape=(), dtype=float64)"
"tf.Tensor(0.0006120370324828772, shape=(), dtype=float64)","tf.Tensor(0.001600102058673116, shape=(), dtype=float64)"
"tf.Tensor(0.0006092524719175414, shape=(), dtype=float64)","tf.Tensor(0.0017966241017602492, shape=(), dtype=float64)"
"tf.Tensor(0.0006137083260560174, shape=(), dtype=float64)","tf.Tensor(0.0016350170198309046, shape=(), dtype=float64)"
"tf.Tensor(0.0006129017448965892, shape=(), dtype=float64)","tf.Tensor(0.0015365993816421578, shape=(), dtype=float64)"
"tf.Tensor(0.0006120470687538864, shape=(), dtype=float64)","tf.Tensor(0.0019654990431350015, shape=(), dtype=float64)"
"tf.Tensor(0.00060970484048893, shape=(), dtype=float64)","tf.Tensor(0.0017543083640295908, shape=(), dtype=float64)"
"tf.Tensor(0.0006113035794353039, shape=(), dtype=float64)","tf.Tensor(0.0008121773854252093, shape=(), dtype=float64)"
"tf.Tensor(0.0006138055731509823, shape=(), dtype=float64)","tf.Tensor(0.0008956919555983897, shape=(), dtype=float64)"
"tf.Tensor(0.0006099648590790503, shape=(), dtype=float64)","tf.Tensor(0.0007738958157406706, shape=(), dtype=float64)"
"tf.Tensor(0.0006125841344180716, shape=(), dtype=float64)","tf.Tensor(0.000969880465217222, shape=(), dtype=float64)"
"tf.Tensor(0.0006107266586115775, shape=(), dtype=float64)","tf.Tensor(0.0008851270774300398, shape=(), dtype=float64)"
"tf.Tensor(0.0006125134780051694, shape=(), dtype=float64)","tf.Tensor(0.0010698089648676276, shape=(), dtype=float64)"
"tf.Tensor(0.0006150199641290498, shape=(), dtype=float64)","tf.Tensor(0.000924444843443156, shape=(), dtype=float64)"
"tf.Tensor(0.0006109146867533416, shape=(), dtype=float64)","tf.Tensor(0.0009663724999712993, shape=(), dtype=float64)"
"tf.Tensor(0.0006102919753236117, shape=(), dtype=float64)","tf.Tensor(0.0012076974722566645, shape=(), dtype=float64)"
"tf.Tensor(0.0006156117468361915, shape=(), dtype=float64)","tf.Tensor(0.0010433564003053699, shape=(), dtype=float64)"
"tf.Tensor(0.0006086947374125128, shape=(), dtype=float64)","tf.Tensor(0.0010944045671930423, shape=(), dtype=float64)"
"tf.Tensor(0.0006130476181305627, shape=(), dtype=float64)","tf.Tensor(0.0010133703862810954, shape=(), dtype=float64)"
"tf.Tensor(0.0006105499232327592, shape=(), dtype=float64)","tf.Tensor(0.001073212841613831, shape=(), dtype=float64)"
"tf.Tensor(0.0006110819031697395, shape=(), dtype=float64)","tf.Tensor(0.0010154966048572433, shape=(), dtype=float64)"
"tf.Tensor(0.0006107869073264731, shape=(), dtype=float64)","tf.Tensor(0.0009801139649857572, shape=(), dtype=float64)"
"tf.Tensor(0.000612833816820012, shape=(), dtype=float64)","tf.Tensor(0.0013064964458809577, shape=(), dtype=float64)"
"tf.Tensor(0.000611191950461201, shape=(), dtype=float64)","tf.Tensor(0.0010642331519704182, shape=(), dtype=float64)"
"tf.Tensor(0.0006119849711257618, shape=(), dtype=float64)","tf.Tensor(0.001227893277480653, shape=(), dtype=float64)"
