err,val_err
"tf.Tensor(0.0038031779034312344, shape=(), dtype=float64)","tf.Tensor(0.001973744023704374, shape=(), dtype=float64)"
"tf.Tensor(0.0038032003415749117, shape=(), dtype=float64)","tf.Tensor(0.0016394379174327948, shape=(), dtype=float64)"
"tf.Tensor(0.0038001339056383983, shape=(), dtype=float64)","tf.Tensor(0.0024531202269753804, shape=(), dtype=float64)"
"tf.Tensor(0.00380510963087329, shape=(), dtype=float64)","tf.Tensor(0.003105882890701414, shape=(), dtype=float64)"
"tf.Tensor(0.0037990178637681824, shape=(), dtype=float64)","tf.Tensor(0.0024742608543824648, shape=(), dtype=float64)"
"tf.Tensor(0.00380175943423045, shape=(), dtype=float64)","tf.Tensor(0.0023681749681580396, shape=(), dtype=float64)"
"tf.Tensor(0.003802406818417913, shape=(), dtype=float64)","tf.Tensor(0.003197281018442204, shape=(), dtype=float64)"
"tf.Tensor(0.003805310942791825, shape=(), dtype=float64)","tf.Tensor(0.002417628336805487, shape=(), dtype=float64)"
"tf.Tensor(0.003803808040447414, shape=(), dtype=float64)","tf.Tensor(0.002051862527282293, shape=(), dtype=float64)"
"tf.Tensor(0.003801179650363938, shape=(), dtype=float64)","tf.Tensor(0.002461028379463395, shape=(), dtype=float64)"
"tf.Tensor(0.003802816953587557, shape=(), dtype=float64)","tf.Tensor(0.002625408168292815, shape=(), dtype=float64)"
"tf.Tensor(0.0038013955917376163, shape=(), dtype=float64)","tf.Tensor(0.002428083330919273, shape=(), dtype=float64)"
"tf.Tensor(0.003801255919210569, shape=(), dtype=float64)","tf.Tensor(0.0018925916960697293, shape=(), dtype=float64)"
"tf.Tensor(0.003799890007850391, shape=(), dtype=float64)","tf.Tensor(0.0021520464606004544, shape=(), dtype=float64)"
"tf.Tensor(0.003803315933028363, shape=(), dtype=float64)","tf.Tensor(0.00257865315658389, shape=(), dtype=float64)"
"tf.Tensor(0.0038022450289368495, shape=(), dtype=float64)","tf.Tensor(0.0031074251911629444, shape=(), dtype=float64)"
"tf.Tensor(0.003800975026647937, shape=(), dtype=float64)","tf.Tensor(0.002467518945687878, shape=(), dtype=float64)"
"tf.Tensor(0.003799564967081383, shape=(), dtype=float64)","tf.Tensor(0.002838208415307565, shape=(), dtype=float64)"
"tf.Tensor(0.0037999212554710613, shape=(), dtype=float64)","tf.Tensor(0.0024833653607882946, shape=(), dtype=float64)"
"tf.Tensor(0.0038046612331003363, shape=(), dtype=float64)","tf.Tensor(0.0028030556823005117, shape=(), dtype=float64)"
"tf.Tensor(0.0038024831795082517, shape=(), dtype=float64)","tf.Tensor(0.0030779955233106795, shape=(), dtype=float64)"
"tf.Tensor(0.0038001400616288067, shape=(), dtype=float64)","tf.Tensor(0.0029457672988221664, shape=(), dtype=float64)"
"tf.Tensor(0.003803824300112643, shape=(), dtype=float64)","tf.Tensor(0.0026118530690951267, shape=(), dtype=float64)"
"tf.Tensor(0.003799578959425377, shape=(), dtype=float64)","tf.Tensor(0.0029133712477133924, shape=(), dtype=float64)"
"tf.Tensor(0.003802206325137845, shape=(), dtype=float64)","tf.Tensor(0.0027854293299210166, shape=(), dtype=float64)"
"tf.Tensor(0.0038024359687818627, shape=(), dtype=float64)","tf.Tensor(0.002975942933788526, shape=(), dtype=float64)"
"tf.Tensor(0.0037999988843495035, shape=(), dtype=float64)","tf.Tensor(0.0027281708797794336, shape=(), dtype=float64)"
"tf.Tensor(0.0037996610190740585, shape=(), dtype=float64)","tf.Tensor(0.003261805687405962, shape=(), dtype=float64)"
"tf.Tensor(0.00379854542022503, shape=(), dtype=float64)","tf.Tensor(0.0036212882494700968, shape=(), dtype=float64)"
"tf.Tensor(0.003802980789213885, shape=(), dtype=float64)","tf.Tensor(0.0026883098244852004, shape=(), dtype=float64)"
"tf.Tensor(0.0037994421477054725, shape=(), dtype=float64)","tf.Tensor(0.0029677625820158744, shape=(), dtype=float64)"
"tf.Tensor(0.00380096135190305, shape=(), dtype=float64)","tf.Tensor(0.003008288832618937, shape=(), dtype=float64)"
"tf.Tensor(0.003799108388157392, shape=(), dtype=float64)","tf.Tensor(0.003641629250873632, shape=(), dtype=float64)"
"tf.Tensor(0.0037989764571113764, shape=(), dtype=float64)","tf.Tensor(0.002877587993064122, shape=(), dtype=float64)"
"tf.Tensor(0.003798485711468399, shape=(), dtype=float64)","tf.Tensor(0.0024093621981885398, shape=(), dtype=float64)"
"tf.Tensor(0.0038024441725423097, shape=(), dtype=float64)","tf.Tensor(0.002695816448331517, shape=(), dtype=float64)"
"tf.Tensor(0.003801915584991911, shape=(), dtype=float64)","tf.Tensor(0.0028419963563699217, shape=(), dtype=float64)"
"tf.Tensor(0.0038013866323859365, shape=(), dtype=float64)","tf.Tensor(0.0030659964380060248, shape=(), dtype=float64)"
"tf.Tensor(0.0038000778681320257, shape=(), dtype=float64)","tf.Tensor(0.0024916093725662926, shape=(), dtype=float64)"
"tf.Tensor(0.0037990409841006695, shape=(), dtype=float64)","tf.Tensor(0.0032596780533929734, shape=(), dtype=float64)"
"tf.Tensor(0.0038020412121091357, shape=(), dtype=float64)","tf.Tensor(0.0024565267605672187, shape=(), dtype=float64)"
"tf.Tensor(0.003800301013311554, shape=(), dtype=float64)","tf.Tensor(0.0025714234251609813, shape=(), dtype=float64)"
"tf.Tensor(0.0038022492000679953, shape=(), dtype=float64)","tf.Tensor(0.003055217565646252, shape=(), dtype=float64)"
"tf.Tensor(0.0038016735125889814, shape=(), dtype=float64)","tf.Tensor(0.0026929875469171648, shape=(), dtype=float64)"
"tf.Tensor(0.0037994179539223272, shape=(), dtype=float64)","tf.Tensor(0.002839615096052263, shape=(), dtype=float64)"
"tf.Tensor(0.0038010292236586086, shape=(), dtype=float64)","tf.Tensor(0.002513807581816715, shape=(), dtype=float64)"
"tf.Tensor(0.0037981830888128188, shape=(), dtype=float64)","tf.Tensor(0.003702478165103185, shape=(), dtype=float64)"
"tf.Tensor(0.0038004143951104515, shape=(), dtype=float64)","tf.Tensor(0.002914207224507739, shape=(), dtype=float64)"
"tf.Tensor(0.003797785031439141, shape=(), dtype=float64)","tf.Tensor(0.0033336537211311333, shape=(), dtype=float64)"
"tf.Tensor(0.0038014575182201134, shape=(), dtype=float64)","tf.Tensor(0.0023397369747386937, shape=(), dtype=float64)"
"tf.Tensor(0.0038005015500983076, shape=(), dtype=float64)","tf.Tensor(0.003615447476141482, shape=(), dtype=float64)"
"tf.Tensor(0.0038009353018337863, shape=(), dtype=float64)","tf.Tensor(0.003360953592157782, shape=(), dtype=float64)"
