err,val_err
"tf.Tensor(0.0018152620057227057, shape=(), dtype=float64)","tf.Tensor(0.0007639282923337488, shape=(), dtype=float64)"
"tf.Tensor(0.001816182934693009, shape=(), dtype=float64)","tf.Tensor(0.0007282691212857559, shape=(), dtype=float64)"
"tf.Tensor(0.0018179010190976304, shape=(), dtype=float64)","tf.Tensor(0.0005927669126559633, shape=(), dtype=float64)"
"tf.Tensor(0.001817681074067689, shape=(), dtype=float64)","tf.Tensor(0.0007187301194554331, shape=(), dtype=float64)"
"tf.Tensor(0.0018148216677949982, shape=(), dtype=float64)","tf.Tensor(0.0007697818867856583, shape=(), dtype=float64)"
"tf.Tensor(0.0018175710277308476, shape=(), dtype=float64)","tf.Tensor(0.0006454351236770161, shape=(), dtype=float64)"
"tf.Tensor(0.0018157415542740514, shape=(), dtype=float64)","tf.Tensor(0.0006766107553790037, shape=(), dtype=float64)"
"tf.Tensor(0.001817990925652124, shape=(), dtype=float64)","tf.Tensor(0.0008074161569455515, shape=(), dtype=float64)"
"tf.Tensor(0.0018195131983778552, shape=(), dtype=float64)","tf.Tensor(0.0006734717010317503, shape=(), dtype=float64)"
"tf.Tensor(0.0018142854357261976, shape=(), dtype=float64)","tf.Tensor(0.0005953705306475513, shape=(), dtype=float64)"
"tf.Tensor(0.001815330033751719, shape=(), dtype=float64)","tf.Tensor(0.0006786127424796599, shape=(), dtype=float64)"
"tf.Tensor(0.0018162782854561725, shape=(), dtype=float64)","tf.Tensor(0.0007830571998279118, shape=(), dtype=float64)"
"tf.Tensor(0.0018162536409908146, shape=(), dtype=float64)","tf.Tensor(0.0009259864642089419, shape=(), dtype=float64)"
"tf.Tensor(0.0018158845375931371, shape=(), dtype=float64)","tf.Tensor(0.0007069769362333509, shape=(), dtype=float64)"
"tf.Tensor(0.0018131661865637499, shape=(), dtype=float64)","tf.Tensor(0.000768299235662264, shape=(), dtype=float64)"
"tf.Tensor(0.0018174117656143559, shape=(), dtype=float64)","tf.Tensor(0.0008060876738386464, shape=(), dtype=float64)"
"tf.Tensor(0.0018132833835001597, shape=(), dtype=float64)","tf.Tensor(0.0013338141298267026, shape=(), dtype=float64)"
"tf.Tensor(0.0018184874649885244, shape=(), dtype=float64)","tf.Tensor(0.000770372429012667, shape=(), dtype=float64)"
"tf.Tensor(0.001816527135220542, shape=(), dtype=float64)","tf.Tensor(0.0008835929832853316, shape=(), dtype=float64)"
"tf.Tensor(0.0018176833636627694, shape=(), dtype=float64)","tf.Tensor(0.0008829809080466698, shape=(), dtype=float64)"
"tf.Tensor(0.0018167504242154904, shape=(), dtype=float64)","tf.Tensor(0.0010488027965659965, shape=(), dtype=float64)"
"tf.Tensor(0.0018151963640867924, shape=(), dtype=float64)","tf.Tensor(0.0009489053804034927, shape=(), dtype=float64)"
"tf.Tensor(0.0018154812758027147, shape=(), dtype=float64)","tf.Tensor(0.000983980050061219, shape=(), dtype=float64)"
"tf.Tensor(0.0018146004933910736, shape=(), dtype=float64)","tf.Tensor(0.0009494999711338953, shape=(), dtype=float64)"
"tf.Tensor(0.0018182490123883248, shape=(), dtype=float64)","tf.Tensor(0.00097270842206315, shape=(), dtype=float64)"
"tf.Tensor(0.0018164561201166754, shape=(), dtype=float64)","tf.Tensor(0.0009639070378179926, shape=(), dtype=float64)"
