inch_right,0.049686365
fingerprint_recognition,0.04950646
port_stopped,0.015642306
light_room,0.004517053
signal_reception,0.0033718555
screen_quality,0.0030776141
camera_crack,0.0022574516
camera_notch,0.002157322
brand_experience,0.0018594147
cell_quality,0.0018368596
card_speaker,0.0016154448
screen_chip,0.001527013
signal_area,0.0015015672
point_picture,0.0014727082
brand_unlocked,0.0012179388
screen_cover,0.0010005488
screen_recording,0.000929557
screen_line,0.00063007727
size_card,0.00054110767
call_bar,0.00037532946
app_use,0.000365031
charger_packaging,0.00035307632
verizon_system,0.0003523419
paper_clip,0.00030469304
use_time,0.00029340267
android_app,0.00029325945
headphone_cable,0.0002823512
side_condition,0.00027728712
use_size,0.0002668485
app_issue,0.00023603783
camera_smart,0.00023435662
quality_speaker,0.0002274594
sprint_call,0.0002083437
device_time,0.00018431999
work_email,0.00016923902
sim_function,0.00016728255
side_issue,0.00016478293
port_issue,0.00015977483
scratch_condition,0.00015878526
screen_light,0.00014666247
screen_condition,0.00014625277
memory_storage,0.00014423192
edge_scratch,0.00012818493
protector_condition,0.00012741216
scratch_bit,0.00012689937
box_scratch,0.00012672257
box_charger,0.00012662729
call_connectivity,0.00012414582
quality_price,0.00012370972
battery_hour,0.000118827455
sim_slot,0.00011849524
call_reception,0.00011720042
smart_phone,9.955327e-05
android_update,9.556347e-05
sprint_store,9.514193e-05
look_brand,9.501078e-05
edge_look,9.489579e-05
screen_look,9.258654e-05
use_phone,9.2518516e-05
memory_card,8.906089e-05
setting_change,8.45368e-05
battery_phone,8.374095e-05
screen_portion,8.24751e-05
price_issue,8.0285e-05
back_damage,8.019767e-05
app_store,7.797485e-05
recognition_app,7.7798904e-05
recognition_work,7.594179e-05
life_condition,7.312791e-05
box_brand,7.2361836e-05
budget_price,6.851618e-05
touch_option,6.7242494e-05
face_reader,6.674189e-05
use_product,6.6704815e-05
android_phone,6.603129e-05
box_right,6.181671e-05
charger_but,5.890781e-05
color_quality,5.842606e-05
top_bar,5.6703735e-05
quality_video,5.6208148e-05
sprint_work,5.4829696e-05
speaker_sound,5.1629086e-05
cell_phone,5.072496e-05
box_cable,5.0143302e-05
screen_crack,4.9263563e-05
light_shot,4.855495e-05
network_carrier,4.822757e-05
service_provider,4.7195314e-05
money_buy,4.5905286e-05
battery_fan,4.568598e-05
app_memory,4.55566e-05
charge_port,4.3575637e-05
cable_adapter,4.3430904e-05
app_account,4.32582e-05
case_work,4.1816176e-05
brand_screen,4.0298495e-05
camera_setup,3.931501e-05
voice_mail,3.858303e-05
back_blemish,3.7192684e-05
android_day,3.7155452e-05
look_condition,3.711205e-05
fingerprint_work,3.588188e-05
seller_deal,3.501811e-05
brand_battery,3.4781744e-05
edge_plu,3.412131e-05
app_acces,3.4061322e-05
fingerprint_no,3.378851e-05
screen_picture,3.319297e-05
cell_battery,3.3164855e-05
box_app,3.239691e-05
charge_day,3.2209366e-05
app_button,3.087167e-05
app_support,3.0449637e-05
sim_sim,2.9585424e-05
use_hour,2.950442e-05
price_overall,2.8935181e-05
seller_charger,2.7983471e-05
hand_speaker,2.7643531e-05
battery_work,2.5441004e-05
picture_show,2.505825e-05
quality_charger,2.4357316e-05
battery_charge,2.3837198e-05
sprint_network,2.3576154e-05
battery_use,2.2865228e-05
work_time,2.2318618e-05
work_picture,2.1879805e-05
screen_ad,2.14631e-05
battery_condition,2.135604e-05
screen_app,2.1110327e-05
money_screen,2.0657491e-05
camera_app,2.0636771e-05
brand_looking,2.0324414e-05
work_seller,1.9677385e-05
back_sensor,1.9513609e-05
scratch_mark,1.9137178e-05
quality_capture,1.8646997e-05
app_feature,1.8518802e-05
cell_carrier,1.7977525e-05
network_work,1.786447e-05
edge_spot,1.7526481e-05
battery_amount,1.7416645e-05
camera_resolution,1.7105573e-05
screen_part,1.6331436e-05
quality_excellent,1.5687594e-05
use_case,1.5462392e-05
voice_call,1.4228092e-05
use_year,1.3866085e-05
face_work,1.3525298e-05
condition_work,1.33650865e-05
screen_screen,1.33380045e-05
print_sensor,1.3299791e-05
card_storage,1.3138244e-05
quality_life,1.3118374e-05
screen_ratio,1.3108737e-05
price_condition,1.3044793e-05
price_beat,1.2696538e-05
condition_phone,1.2597024e-05
screen_spot,1.2308909e-05
quality_audio,1.2145669e-05
connection_issue,1.1761206e-05
condition_camera,1.1633053e-05
edge_glas,1.1400442e-05
screen_tap,1.1290032e-05
screen_left,1.1281838e-05
box_only,1.1180512e-05
use_spec,1.1091488e-05
price_difference,1.0561815e-05
screen_protection,1.0541913e-05
edge_screen,9.987912e-06
life_everything,9.9154995e-06
quality_battery,9.638293e-06
back_screen,9.1413185e-06
quality_feature,9.104233e-06
card_feature,9.071933e-06
device_thing,8.65016e-06
touch_screen,8.592453e-06
screen_glas,8.292408e-06
screen_video,8.175431e-06
cost_product,8.039434e-06
finger_way,7.973183e-06
fingerprint_camera,7.847352e-06
look_new,7.6123333e-06
network_buy,7.3619553e-06
camera_software,7.0580973e-06
screen_speaker,7.0551714e-06
photo_capability,7.0015203e-06
budget_phone,6.757384e-06
case_life,6.473261e-06
price_love,6.266561e-06
cable_charger,6.250474e-06
quality_iphone,6.1055175e-06
customer_care,5.7708107e-06
speaker_issue,5.576736e-06
call_sound,5.527059e-06
store_guy,5.3931835e-06
use_life,5.3090166e-06
screen_protector,5.303615e-06
battery_charging,5.257951e-06
money_wast,5.2275223e-06
battery_life,5.1863512e-06
back_scuff,5.0383537e-06
battery_time,4.978286e-06
finger_reader,4.85759e-06
quality_issue,4.6960135e-06
app_transfer,4.3678583e-06
