err,val_err
"tf.Tensor(0.00022265486890147096, shape=(), dtype=float64)","tf.Tensor(0.02484137976447663, shape=(), dtype=float64)"
"tf.Tensor(0.00020163627990534228, shape=(), dtype=float64)","tf.Tensor(0.028748925198509426, shape=(), dtype=float64)"
"tf.Tensor(0.00020575371392199027, shape=(), dtype=float64)","tf.Tensor(0.02767067670278964, shape=(), dtype=float64)"
"tf.Tensor(0.0001980908373452899, shape=(), dtype=float64)","tf.Tensor(0.027304828993912202, shape=(), dtype=float64)"
"tf.Tensor(0.00021084318030753821, shape=(), dtype=float64)","tf.Tensor(0.025931131392596105, shape=(), dtype=float64)"
"tf.Tensor(0.00022551818944277632, shape=(), dtype=float64)","tf.Tensor(0.026069053965213026, shape=(), dtype=float64)"
"tf.Tensor(0.00020835129937383894, shape=(), dtype=float64)","tf.Tensor(0.026291291162448736, shape=(), dtype=float64)"
"tf.Tensor(0.00020600670507980675, shape=(), dtype=float64)","tf.Tensor(0.028968696395099178, shape=(), dtype=float64)"
"tf.Tensor(0.00020036356397271532, shape=(), dtype=float64)","tf.Tensor(0.02579216949280333, shape=(), dtype=float64)"
"tf.Tensor(0.0001964214833508841, shape=(), dtype=float64)","tf.Tensor(0.02637101889231548, shape=(), dtype=float64)"
"tf.Tensor(0.0002029454747114567, shape=(), dtype=float64)","tf.Tensor(0.0275364676370221, shape=(), dtype=float64)"
"tf.Tensor(0.0002013959735665673, shape=(), dtype=float64)","tf.Tensor(0.02250065812730091, shape=(), dtype=float64)"
"tf.Tensor(0.00019223622414642826, shape=(), dtype=float64)","tf.Tensor(0.023031757637274938, shape=(), dtype=float64)"
"tf.Tensor(0.0001998149275231768, shape=(), dtype=float64)","tf.Tensor(0.02311551379282242, shape=(), dtype=float64)"
"tf.Tensor(0.00019789967874114995, shape=(), dtype=float64)","tf.Tensor(0.022236047112784225, shape=(), dtype=float64)"
"tf.Tensor(0.00020638483318235803, shape=(), dtype=float64)","tf.Tensor(0.02146672754769358, shape=(), dtype=float64)"
"tf.Tensor(0.00019286315597737084, shape=(), dtype=float64)","tf.Tensor(0.022113529386651343, shape=(), dtype=float64)"
"tf.Tensor(0.000205673648389666, shape=(), dtype=float64)","tf.Tensor(0.021588818915911176, shape=(), dtype=float64)"
"tf.Tensor(0.00019979467463931042, shape=(), dtype=float64)","tf.Tensor(0.022027282635169208, shape=(), dtype=float64)"
"tf.Tensor(0.0001997781915778104, shape=(), dtype=float64)","tf.Tensor(0.021784616712667158, shape=(), dtype=float64)"
"tf.Tensor(0.0001976658063284984, shape=(), dtype=float64)","tf.Tensor(0.022886340068951915, shape=(), dtype=float64)"
"tf.Tensor(0.00020929272123594475, shape=(), dtype=float64)","tf.Tensor(0.021431048568617692, shape=(), dtype=float64)"
"tf.Tensor(0.00020172817911805237, shape=(), dtype=float64)","tf.Tensor(0.023148278297380975, shape=(), dtype=float64)"
"tf.Tensor(0.000197497015820728, shape=(), dtype=float64)","tf.Tensor(0.022018586891100415, shape=(), dtype=float64)"
"tf.Tensor(0.00019170321087816946, shape=(), dtype=float64)","tf.Tensor(0.02303788151319842, shape=(), dtype=float64)"
"tf.Tensor(0.00020380169188260482, shape=(), dtype=float64)","tf.Tensor(0.02255631625904955, shape=(), dtype=float64)"
"tf.Tensor(0.0002062181370647378, shape=(), dtype=float64)","tf.Tensor(0.022659095139451173, shape=(), dtype=float64)"
"tf.Tensor(0.00019687818423230988, shape=(), dtype=float64)","tf.Tensor(0.022987821487679614, shape=(), dtype=float64)"
"tf.Tensor(0.00020394548550937356, shape=(), dtype=float64)","tf.Tensor(0.021350184547055062, shape=(), dtype=float64)"
"tf.Tensor(0.00020504860070991418, shape=(), dtype=float64)","tf.Tensor(0.022639117819974686, shape=(), dtype=float64)"
"tf.Tensor(0.00020716994963279178, shape=(), dtype=float64)","tf.Tensor(0.023370486182134956, shape=(), dtype=float64)"
"tf.Tensor(0.0002088863440206927, shape=(), dtype=float64)","tf.Tensor(0.022400251357175112, shape=(), dtype=float64)"
"tf.Tensor(0.0001968405066901579, shape=(), dtype=float64)","tf.Tensor(0.022650366433786633, shape=(), dtype=float64)"
"tf.Tensor(0.0002040910386771815, shape=(), dtype=float64)","tf.Tensor(0.02140772331367989, shape=(), dtype=float64)"
"tf.Tensor(0.00021212107206414579, shape=(), dtype=float64)","tf.Tensor(0.02153745608077352, shape=(), dtype=float64)"
"tf.Tensor(0.00020732305795770863, shape=(), dtype=float64)","tf.Tensor(0.021616072233993557, shape=(), dtype=float64)"
"tf.Tensor(0.00019532654321068385, shape=(), dtype=float64)","tf.Tensor(0.022047510859798117, shape=(), dtype=float64)"
"tf.Tensor(0.00020556345364881933, shape=(), dtype=float64)","tf.Tensor(0.022283867350884043, shape=(), dtype=float64)"
"tf.Tensor(0.00019930188207957036, shape=(), dtype=float64)","tf.Tensor(0.02243699129992895, shape=(), dtype=float64)"
"tf.Tensor(0.00022885643965011925, shape=(), dtype=float64)","tf.Tensor(0.02247639589496249, shape=(), dtype=float64)"
"tf.Tensor(0.00019834834941297102, shape=(), dtype=float64)","tf.Tensor(0.023079526160053616, shape=(), dtype=float64)"
