err,val_err
"tf.Tensor(0.004892202319521902, shape=(), dtype=float64)","tf.Tensor(0.004122620215472414, shape=(), dtype=float64)"
"tf.Tensor(0.004892177129558184, shape=(), dtype=float64)","tf.Tensor(0.004122008403369634, shape=(), dtype=float64)"
"tf.Tensor(0.004896070832666894, shape=(), dtype=float64)","tf.Tensor(0.004118383904341777, shape=(), dtype=float64)"
"tf.Tensor(0.00489695519131754, shape=(), dtype=float64)","tf.Tensor(0.004071581345474721, shape=(), dtype=float64)"
"tf.Tensor(0.004894236842867756, shape=(), dtype=float64)","tf.Tensor(0.003853601062997434, shape=(), dtype=float64)"
"tf.Tensor(0.004888267121105458, shape=(), dtype=float64)","tf.Tensor(0.004002249258425894, shape=(), dtype=float64)"
"tf.Tensor(0.004892483765230859, shape=(), dtype=float64)","tf.Tensor(0.0038417055924652105, shape=(), dtype=float64)"
"tf.Tensor(0.004893314952398084, shape=(), dtype=float64)","tf.Tensor(0.0041152127526184286, shape=(), dtype=float64)"
"tf.Tensor(0.004893242518879447, shape=(), dtype=float64)","tf.Tensor(0.003826271616415829, shape=(), dtype=float64)"
"tf.Tensor(0.004896337088062248, shape=(), dtype=float64)","tf.Tensor(0.0037936306073997825, shape=(), dtype=float64)"
"tf.Tensor(0.004894105041712051, shape=(), dtype=float64)","tf.Tensor(0.0037227662601016006, shape=(), dtype=float64)"
"tf.Tensor(0.004897913493710392, shape=(), dtype=float64)","tf.Tensor(0.004165915132742218, shape=(), dtype=float64)"
"tf.Tensor(0.004893357688855255, shape=(), dtype=float64)","tf.Tensor(0.003691398866445624, shape=(), dtype=float64)"
"tf.Tensor(0.004896024067190783, shape=(), dtype=float64)","tf.Tensor(0.0037132387629781566, shape=(), dtype=float64)"
"tf.Tensor(0.004895142984398414, shape=(), dtype=float64)","tf.Tensor(0.0036961914073830172, shape=(), dtype=float64)"
"tf.Tensor(0.004895160795196478, shape=(), dtype=float64)","tf.Tensor(0.0040893065152307635, shape=(), dtype=float64)"
"tf.Tensor(0.004893939661491474, shape=(), dtype=float64)","tf.Tensor(0.0039464988815030785, shape=(), dtype=float64)"
"tf.Tensor(0.004896046576669632, shape=(), dtype=float64)","tf.Tensor(0.004042454762617804, shape=(), dtype=float64)"
"tf.Tensor(0.004895992774166965, shape=(), dtype=float64)","tf.Tensor(0.0037172506927088634, shape=(), dtype=float64)"
"tf.Tensor(0.0048942886154944645, shape=(), dtype=float64)","tf.Tensor(0.004022757432862265, shape=(), dtype=float64)"
"tf.Tensor(0.004897109781828751, shape=(), dtype=float64)","tf.Tensor(0.00395869752341209, shape=(), dtype=float64)"
"tf.Tensor(0.004893174419329533, shape=(), dtype=float64)","tf.Tensor(0.003727804871423459, shape=(), dtype=float64)"
"tf.Tensor(0.004894747126010725, shape=(), dtype=float64)","tf.Tensor(0.0038773752001386146, shape=(), dtype=float64)"
"tf.Tensor(0.00489962631475937, shape=(), dtype=float64)","tf.Tensor(0.003987507875256096, shape=(), dtype=float64)"
"tf.Tensor(0.0048964271861358065, shape=(), dtype=float64)","tf.Tensor(0.0035678898391960454, shape=(), dtype=float64)"
"tf.Tensor(0.004896502007684976, shape=(), dtype=float64)","tf.Tensor(0.0040424379215850455, shape=(), dtype=float64)"
"tf.Tensor(0.0048955571937456714, shape=(), dtype=float64)","tf.Tensor(0.0036927320208433945, shape=(), dtype=float64)"
"tf.Tensor(0.004898186384107822, shape=(), dtype=float64)","tf.Tensor(0.003795110549889444, shape=(), dtype=float64)"
"tf.Tensor(0.004896758338637982, shape=(), dtype=float64)","tf.Tensor(0.0039658980541161185, shape=(), dtype=float64)"
"tf.Tensor(0.004895167801348085, shape=(), dtype=float64)","tf.Tensor(0.0038779603566447976, shape=(), dtype=float64)"
"tf.Tensor(0.004894830645902911, shape=(), dtype=float64)","tf.Tensor(0.0038406277537282848, shape=(), dtype=float64)"
"tf.Tensor(0.0048950219746251074, shape=(), dtype=float64)","tf.Tensor(0.0038318060668685724, shape=(), dtype=float64)"
"tf.Tensor(0.0048939605266483405, shape=(), dtype=float64)","tf.Tensor(0.0035757332338379466, shape=(), dtype=float64)"
"tf.Tensor(0.004899300065691482, shape=(), dtype=float64)","tf.Tensor(0.0031605989624944137, shape=(), dtype=float64)"
"tf.Tensor(0.004897731344061157, shape=(), dtype=float64)","tf.Tensor(0.003401342025196113, shape=(), dtype=float64)"
"tf.Tensor(0.004897858272788717, shape=(), dtype=float64)","tf.Tensor(0.0031620534053317865, shape=(), dtype=float64)"
"tf.Tensor(0.004896772700725366, shape=(), dtype=float64)","tf.Tensor(0.003718788861902142, shape=(), dtype=float64)"
"tf.Tensor(0.004895403999216319, shape=(), dtype=float64)","tf.Tensor(0.0035620443903828106, shape=(), dtype=float64)"
"tf.Tensor(0.004897400465746996, shape=(), dtype=float64)","tf.Tensor(0.0034692455576508904, shape=(), dtype=float64)"
