err,val_err
"tf.Tensor(2.019543235790708e-05, shape=(), dtype=float64)","tf.Tensor(0.0011231920624615184, shape=(), dtype=float64)"
"tf.Tensor(2.1191347709630668e-05, shape=(), dtype=float64)","tf.Tensor(0.0011198748039950234, shape=(), dtype=float64)"
"tf.Tensor(2.460265628645625e-05, shape=(), dtype=float64)","tf.Tensor(0.0011616772549295157, shape=(), dtype=float64)"
"tf.Tensor(4.177495740459389e-05, shape=(), dtype=float64)","tf.Tensor(0.00148758320818757, shape=(), dtype=float64)"
"tf.Tensor(1.8448037691324983e-05, shape=(), dtype=float64)","tf.Tensor(0.0018538216244537234, shape=(), dtype=float64)"
"tf.Tensor(2.7334222222963104e-05, shape=(), dtype=float64)","tf.Tensor(0.0017889111799535254, shape=(), dtype=float64)"
"tf.Tensor(1.6311111830135813e-05, shape=(), dtype=float64)","tf.Tensor(0.001482666074166769, shape=(), dtype=float64)"
"tf.Tensor(1.2875511441234327e-05, shape=(), dtype=float64)","tf.Tensor(0.0012774315290392316, shape=(), dtype=float64)"
"tf.Tensor(1.8632045830271727e-05, shape=(), dtype=float64)","tf.Tensor(0.0014073513263907196, shape=(), dtype=float64)"
"tf.Tensor(9.66678537975373e-06, shape=(), dtype=float64)","tf.Tensor(0.0011870247636320372, shape=(), dtype=float64)"
"tf.Tensor(1.2747175422672753e-05, shape=(), dtype=float64)","tf.Tensor(0.0013571373043030181, shape=(), dtype=float64)"
"tf.Tensor(1.6260453002849005e-05, shape=(), dtype=float64)","tf.Tensor(0.0015183518854511742, shape=(), dtype=float64)"
"tf.Tensor(1.529408895056106e-05, shape=(), dtype=float64)","tf.Tensor(0.0019459518031809842, shape=(), dtype=float64)"
"tf.Tensor(8.933226115039496e-06, shape=(), dtype=float64)","tf.Tensor(0.0014290879026505716, shape=(), dtype=float64)"
"tf.Tensor(1.791178568306433e-05, shape=(), dtype=float64)","tf.Tensor(0.0014450757790841475, shape=(), dtype=float64)"
"tf.Tensor(1.468096401284507e-05, shape=(), dtype=float64)","tf.Tensor(0.001197143593704769, shape=(), dtype=float64)"
"tf.Tensor(8.41399700664632e-06, shape=(), dtype=float64)","tf.Tensor(0.0016093469587913078, shape=(), dtype=float64)"
"tf.Tensor(2.39372718440454e-05, shape=(), dtype=float64)","tf.Tensor(0.001646240716308098, shape=(), dtype=float64)"
"tf.Tensor(1.0912917896322669e-05, shape=(), dtype=float64)","tf.Tensor(0.001334387505578844, shape=(), dtype=float64)"
"tf.Tensor(9.48343747294763e-06, shape=(), dtype=float64)","tf.Tensor(0.001044834286499507, shape=(), dtype=float64)"
"tf.Tensor(2.077880070418933e-05, shape=(), dtype=float64)","tf.Tensor(0.0012163658057356198, shape=(), dtype=float64)"
"tf.Tensor(1.4501898955131404e-05, shape=(), dtype=float64)","tf.Tensor(0.0011380896598039074, shape=(), dtype=float64)"
"tf.Tensor(5.076400032532218e-06, shape=(), dtype=float64)","tf.Tensor(0.0014363837504926947, shape=(), dtype=float64)"
"tf.Tensor(1.4245221155593318e-05, shape=(), dtype=float64)","tf.Tensor(0.0010309870162199897, shape=(), dtype=float64)"
"tf.Tensor(6.208275309888141e-06, shape=(), dtype=float64)","tf.Tensor(0.0012581730504956385, shape=(), dtype=float64)"
"tf.Tensor(8.760602978435077e-06, shape=(), dtype=float64)","tf.Tensor(0.0014561719846011869, shape=(), dtype=float64)"
"tf.Tensor(8.754993842506641e-06, shape=(), dtype=float64)","tf.Tensor(0.0012889387605662212, shape=(), dtype=float64)"
"tf.Tensor(1.1103746755456234e-05, shape=(), dtype=float64)","tf.Tensor(0.0013282924787875355, shape=(), dtype=float64)"
"tf.Tensor(6.004758961913046e-06, shape=(), dtype=float64)","tf.Tensor(0.00150530681943936, shape=(), dtype=float64)"
"tf.Tensor(5.8781703178087535e-06, shape=(), dtype=float64)","tf.Tensor(0.0012641356072536597, shape=(), dtype=float64)"
"tf.Tensor(6.145736330862448e-06, shape=(), dtype=float64)","tf.Tensor(0.0012426648561790867, shape=(), dtype=float64)"
"tf.Tensor(5.518641428183282e-06, shape=(), dtype=float64)","tf.Tensor(0.0008996000747979966, shape=(), dtype=float64)"
"tf.Tensor(7.86359513742683e-06, shape=(), dtype=float64)","tf.Tensor(0.0011675624439616752, shape=(), dtype=float64)"
"tf.Tensor(1.0150820416574104e-05, shape=(), dtype=float64)","tf.Tensor(0.0010517594631494144, shape=(), dtype=float64)"
"tf.Tensor(6.221367344039679e-06, shape=(), dtype=float64)","tf.Tensor(0.0013875557941541077, shape=(), dtype=float64)"
"tf.Tensor(8.834553836172828e-06, shape=(), dtype=float64)","tf.Tensor(0.00115826578795008, shape=(), dtype=float64)"
"tf.Tensor(8.488250214171157e-06, shape=(), dtype=float64)","tf.Tensor(0.0017716598287604273, shape=(), dtype=float64)"
"tf.Tensor(6.85244010595566e-06, shape=(), dtype=float64)","tf.Tensor(0.001267937146973839, shape=(), dtype=float64)"
"tf.Tensor(8.099377990870595e-06, shape=(), dtype=float64)","tf.Tensor(0.0015786103024816155, shape=(), dtype=float64)"
"tf.Tensor(8.483006946695364e-06, shape=(), dtype=float64)","tf.Tensor(0.0010204686406109877, shape=(), dtype=float64)"
