err,val_err
"tf.Tensor(9.239436894436032e-05, shape=(), dtype=float64)","tf.Tensor(0.021674419198767402, shape=(), dtype=float64)"
"tf.Tensor(9.393446895358522e-05, shape=(), dtype=float64)","tf.Tensor(0.0274900873946614, shape=(), dtype=float64)"
"tf.Tensor(8.860582794013272e-05, shape=(), dtype=float64)","tf.Tensor(0.022385761355644854, shape=(), dtype=float64)"
"tf.Tensor(9.025650906095437e-05, shape=(), dtype=float64)","tf.Tensor(0.022397459803734213, shape=(), dtype=float64)"
"tf.Tensor(9.060215566357574e-05, shape=(), dtype=float64)","tf.Tensor(0.024915586585963562, shape=(), dtype=float64)"
"tf.Tensor(9.008713615458043e-05, shape=(), dtype=float64)","tf.Tensor(0.020969334123064048, shape=(), dtype=float64)"
"tf.Tensor(8.955024547246207e-05, shape=(), dtype=float64)","tf.Tensor(0.025125879362678013, shape=(), dtype=float64)"
"tf.Tensor(9.057376778048347e-05, shape=(), dtype=float64)","tf.Tensor(0.018649781515455655, shape=(), dtype=float64)"
"tf.Tensor(9.046490679038236e-05, shape=(), dtype=float64)","tf.Tensor(0.01979297193725741, shape=(), dtype=float64)"
"tf.Tensor(8.848398303713367e-05, shape=(), dtype=float64)","tf.Tensor(0.017323491242751014, shape=(), dtype=float64)"
"tf.Tensor(9.096295808425734e-05, shape=(), dtype=float64)","tf.Tensor(0.014241235534929583, shape=(), dtype=float64)"
"tf.Tensor(9.023356517095243e-05, shape=(), dtype=float64)","tf.Tensor(0.015693764331116123, shape=(), dtype=float64)"
"tf.Tensor(9.134175640498893e-05, shape=(), dtype=float64)","tf.Tensor(0.016643842098272684, shape=(), dtype=float64)"
"tf.Tensor(9.074569846322576e-05, shape=(), dtype=float64)","tf.Tensor(0.015417927513393201, shape=(), dtype=float64)"
"tf.Tensor(9.150608643500327e-05, shape=(), dtype=float64)","tf.Tensor(0.015040106502316068, shape=(), dtype=float64)"
"tf.Tensor(9.22254495739892e-05, shape=(), dtype=float64)","tf.Tensor(0.015509889636417723, shape=(), dtype=float64)"
"tf.Tensor(9.060073661457697e-05, shape=(), dtype=float64)","tf.Tensor(0.012285769113672207, shape=(), dtype=float64)"
"tf.Tensor(9.060641474232465e-05, shape=(), dtype=float64)","tf.Tensor(0.013782096484901417, shape=(), dtype=float64)"
"tf.Tensor(8.993549573971927e-05, shape=(), dtype=float64)","tf.Tensor(0.013660109019261589, shape=(), dtype=float64)"
"tf.Tensor(9.137687728434769e-05, shape=(), dtype=float64)","tf.Tensor(0.013753308047017628, shape=(), dtype=float64)"
"tf.Tensor(9.01773045860935e-05, shape=(), dtype=float64)","tf.Tensor(0.015235751297717029, shape=(), dtype=float64)"
"tf.Tensor(9.124243255886761e-05, shape=(), dtype=float64)","tf.Tensor(0.014152144132926701, shape=(), dtype=float64)"
"tf.Tensor(8.985062586571928e-05, shape=(), dtype=float64)","tf.Tensor(0.013541992368013742, shape=(), dtype=float64)"
"tf.Tensor(9.195959127918938e-05, shape=(), dtype=float64)","tf.Tensor(0.013694780728078993, shape=(), dtype=float64)"
"tf.Tensor(9.14074059514692e-05, shape=(), dtype=float64)","tf.Tensor(0.015578890287734879, shape=(), dtype=float64)"
"tf.Tensor(9.155626052639272e-05, shape=(), dtype=float64)","tf.Tensor(0.021044305453509257, shape=(), dtype=float64)"
"tf.Tensor(9.21070827454489e-05, shape=(), dtype=float64)","tf.Tensor(0.018184245532354183, shape=(), dtype=float64)"
"tf.Tensor(9.15432603791014e-05, shape=(), dtype=float64)","tf.Tensor(0.016957080941017895, shape=(), dtype=float64)"
"tf.Tensor(9.044834139981098e-05, shape=(), dtype=float64)","tf.Tensor(0.01959155962639303, shape=(), dtype=float64)"
"tf.Tensor(8.976381529727815e-05, shape=(), dtype=float64)","tf.Tensor(0.0227239166616097, shape=(), dtype=float64)"
"tf.Tensor(9.30419631669099e-05, shape=(), dtype=float64)","tf.Tensor(0.019281880033696547, shape=(), dtype=float64)"
"tf.Tensor(9.461099368525464e-05, shape=(), dtype=float64)","tf.Tensor(0.02275804275683747, shape=(), dtype=float64)"
"tf.Tensor(9.108970821593145e-05, shape=(), dtype=float64)","tf.Tensor(0.020908611980257737, shape=(), dtype=float64)"
"tf.Tensor(9.037244820981835e-05, shape=(), dtype=float64)","tf.Tensor(0.022520910590718316, shape=(), dtype=float64)"
"tf.Tensor(9.17792626284473e-05, shape=(), dtype=float64)","tf.Tensor(0.020055126744375103, shape=(), dtype=float64)"
"tf.Tensor(9.157422697917625e-05, shape=(), dtype=float64)","tf.Tensor(0.021403175411909527, shape=(), dtype=float64)"
"tf.Tensor(9.10363321410359e-05, shape=(), dtype=float64)","tf.Tensor(0.020287159026349793, shape=(), dtype=float64)"
"tf.Tensor(9.216999653198029e-05, shape=(), dtype=float64)","tf.Tensor(0.02243713289227837, shape=(), dtype=float64)"
"tf.Tensor(9.19488233840743e-05, shape=(), dtype=float64)","tf.Tensor(0.020633551655622313, shape=(), dtype=float64)"
"tf.Tensor(9.225238961322688e-05, shape=(), dtype=float64)","tf.Tensor(0.021248830881725682, shape=(), dtype=float64)"
"tf.Tensor(9.12516660235203e-05, shape=(), dtype=float64)","tf.Tensor(0.023203600273098028, shape=(), dtype=float64)"
"tf.Tensor(9.00391823879253e-05, shape=(), dtype=float64)","tf.Tensor(0.02175173172861808, shape=(), dtype=float64)"
"tf.Tensor(9.232605509704376e-05, shape=(), dtype=float64)","tf.Tensor(0.023505955733348235, shape=(), dtype=float64)"
"tf.Tensor(9.105940798726958e-05, shape=(), dtype=float64)","tf.Tensor(0.02452469675565111, shape=(), dtype=float64)"
"tf.Tensor(9.168767117901252e-05, shape=(), dtype=float64)","tf.Tensor(0.022880272688782816, shape=(), dtype=float64)"
"tf.Tensor(9.124954626145932e-05, shape=(), dtype=float64)","tf.Tensor(0.01900588167596304, shape=(), dtype=float64)"
"tf.Tensor(8.949898035235138e-05, shape=(), dtype=float64)","tf.Tensor(0.0205392056090994, shape=(), dtype=float64)"
"tf.Tensor(9.175395930674506e-05, shape=(), dtype=float64)","tf.Tensor(0.018352047980895122, shape=(), dtype=float64)"
"tf.Tensor(8.954358126363207e-05, shape=(), dtype=float64)","tf.Tensor(0.019995045710743984, shape=(), dtype=float64)"
"tf.Tensor(9.046591848580367e-05, shape=(), dtype=float64)","tf.Tensor(0.021437099614355862, shape=(), dtype=float64)"
"tf.Tensor(8.868814370802988e-05, shape=(), dtype=float64)","tf.Tensor(0.022172240062245056, shape=(), dtype=float64)"
"tf.Tensor(9.100554582453835e-05, shape=(), dtype=float64)","tf.Tensor(0.020347523169456195, shape=(), dtype=float64)"
"tf.Tensor(9.058010861535776e-05, shape=(), dtype=float64)","tf.Tensor(0.022392197759465573, shape=(), dtype=float64)"
"tf.Tensor(9.149399325760484e-05, shape=(), dtype=float64)","tf.Tensor(0.01924929404955494, shape=(), dtype=float64)"
"tf.Tensor(9.066820546496434e-05, shape=(), dtype=float64)","tf.Tensor(0.020977142766264747, shape=(), dtype=float64)"
"tf.Tensor(8.944614034939162e-05, shape=(), dtype=float64)","tf.Tensor(0.023037438052175743, shape=(), dtype=float64)"
"tf.Tensor(8.93953509233936e-05, shape=(), dtype=float64)","tf.Tensor(0.018792980796085056, shape=(), dtype=float64)"
"tf.Tensor(9.279015320338104e-05, shape=(), dtype=float64)","tf.Tensor(0.01919243052072612, shape=(), dtype=float64)"
"tf.Tensor(9.264547569945699e-05, shape=(), dtype=float64)","tf.Tensor(0.01818456397040832, shape=(), dtype=float64)"
"tf.Tensor(9.20364990226501e-05, shape=(), dtype=float64)","tf.Tensor(0.01869082025945221, shape=(), dtype=float64)"
"tf.Tensor(8.963891876906431e-05, shape=(), dtype=float64)","tf.Tensor(0.021125380043505067, shape=(), dtype=float64)"
"tf.Tensor(9.0574572121448e-05, shape=(), dtype=float64)","tf.Tensor(0.02211265776722203, shape=(), dtype=float64)"
"tf.Tensor(9.16151827185829e-05, shape=(), dtype=float64)","tf.Tensor(0.021528120186373716, shape=(), dtype=float64)"
"tf.Tensor(9.090554863965824e-05, shape=(), dtype=float64)","tf.Tensor(0.021155380244371306, shape=(), dtype=float64)"
"tf.Tensor(8.900895395095095e-05, shape=(), dtype=float64)","tf.Tensor(0.019171660036891833, shape=(), dtype=float64)"
"tf.Tensor(9.252294787929344e-05, shape=(), dtype=float64)","tf.Tensor(0.019687957642530875, shape=(), dtype=float64)"
"tf.Tensor(9.070414202037398e-05, shape=(), dtype=float64)","tf.Tensor(0.019629429733622323, shape=(), dtype=float64)"
"tf.Tensor(9.047133139622392e-05, shape=(), dtype=float64)","tf.Tensor(0.01904311394010305, shape=(), dtype=float64)"
"tf.Tensor(9.288287643784691e-05, shape=(), dtype=float64)","tf.Tensor(0.019396035684609073, shape=(), dtype=float64)"
"tf.Tensor(9.183031906932217e-05, shape=(), dtype=float64)","tf.Tensor(0.02062806414517125, shape=(), dtype=float64)"
"tf.Tensor(9.243185307636817e-05, shape=(), dtype=float64)","tf.Tensor(0.02116823974833696, shape=(), dtype=float64)"
"tf.Tensor(9.139106228018466e-05, shape=(), dtype=float64)","tf.Tensor(0.02502260329794319, shape=(), dtype=float64)"
"tf.Tensor(9.309291124920585e-05, shape=(), dtype=float64)","tf.Tensor(0.02257924341630206, shape=(), dtype=float64)"
"tf.Tensor(8.920776411355741e-05, shape=(), dtype=float64)","tf.Tensor(0.02305690589682221, shape=(), dtype=float64)"
"tf.Tensor(8.878186287172111e-05, shape=(), dtype=float64)","tf.Tensor(0.024003274837399263, shape=(), dtype=float64)"
"tf.Tensor(9.040019814355754e-05, shape=(), dtype=float64)","tf.Tensor(0.023283594891469986, shape=(), dtype=float64)"
"tf.Tensor(9.32613847135891e-05, shape=(), dtype=float64)","tf.Tensor(0.024542672598169835, shape=(), dtype=float64)"
"tf.Tensor(8.969786127176574e-05, shape=(), dtype=float64)","tf.Tensor(0.024148846232366704, shape=(), dtype=float64)"
"tf.Tensor(8.947671530723535e-05, shape=(), dtype=float64)","tf.Tensor(0.023780800304687714, shape=(), dtype=float64)"
"tf.Tensor(9.204161134651715e-05, shape=(), dtype=float64)","tf.Tensor(0.02562746752962156, shape=(), dtype=float64)"
"tf.Tensor(9.055933593577705e-05, shape=(), dtype=float64)","tf.Tensor(0.02365691693006026, shape=(), dtype=float64)"
"tf.Tensor(8.937839530205697e-05, shape=(), dtype=float64)","tf.Tensor(0.02434605516495596, shape=(), dtype=float64)"
"tf.Tensor(9.153068958712712e-05, shape=(), dtype=float64)","tf.Tensor(0.024575348915791762, shape=(), dtype=float64)"
"tf.Tensor(9.025494807229524e-05, shape=(), dtype=float64)","tf.Tensor(0.025957012666483453, shape=(), dtype=float64)"
"tf.Tensor(9.062828861033303e-05, shape=(), dtype=float64)","tf.Tensor(0.022347234613068784, shape=(), dtype=float64)"
"tf.Tensor(8.977809002854309e-05, shape=(), dtype=float64)","tf.Tensor(0.022299114031272875, shape=(), dtype=float64)"
"tf.Tensor(9.10593825403383e-05, shape=(), dtype=float64)","tf.Tensor(0.022584731385845967, shape=(), dtype=float64)"
"tf.Tensor(9.005765498651371e-05, shape=(), dtype=float64)","tf.Tensor(0.021899680760008578, shape=(), dtype=float64)"
"tf.Tensor(8.938553790624656e-05, shape=(), dtype=float64)","tf.Tensor(0.026631410695100943, shape=(), dtype=float64)"
"tf.Tensor(9.036063501201837e-05, shape=(), dtype=float64)","tf.Tensor(0.025199365213319055, shape=(), dtype=float64)"
"tf.Tensor(8.873137578981707e-05, shape=(), dtype=float64)","tf.Tensor(0.023916061456923394, shape=(), dtype=float64)"
"tf.Tensor(9.328461026499771e-05, shape=(), dtype=float64)","tf.Tensor(0.027388508962143003, shape=(), dtype=float64)"
"tf.Tensor(9.031217875153423e-05, shape=(), dtype=float64)","tf.Tensor(0.02528295877618857, shape=(), dtype=float64)"
"tf.Tensor(8.98892161298993e-05, shape=(), dtype=float64)","tf.Tensor(0.022041761820972283, shape=(), dtype=float64)"
"tf.Tensor(9.141706569893506e-05, shape=(), dtype=float64)","tf.Tensor(0.024580070812182258, shape=(), dtype=float64)"
"tf.Tensor(9.100599487146991e-05, shape=(), dtype=float64)","tf.Tensor(0.024136395457048015, shape=(), dtype=float64)"
"tf.Tensor(9.085906529184061e-05, shape=(), dtype=float64)","tf.Tensor(0.024020034383325325, shape=(), dtype=float64)"
"tf.Tensor(9.258761485815442e-05, shape=(), dtype=float64)","tf.Tensor(0.023553293199779512, shape=(), dtype=float64)"
"tf.Tensor(9.03302980146834e-05, shape=(), dtype=float64)","tf.Tensor(0.0225650745448945, shape=(), dtype=float64)"
"tf.Tensor(8.852493410501142e-05, shape=(), dtype=float64)","tf.Tensor(0.02118921922768128, shape=(), dtype=float64)"
"tf.Tensor(8.99781431002443e-05, shape=(), dtype=float64)","tf.Tensor(0.023253286973055363, shape=(), dtype=float64)"
"tf.Tensor(9.087684487068081e-05, shape=(), dtype=float64)","tf.Tensor(0.02591808464664074, shape=(), dtype=float64)"
"tf.Tensor(8.798378875948939e-05, shape=(), dtype=float64)","tf.Tensor(0.024488364605889653, shape=(), dtype=float64)"
"tf.Tensor(9.176567151742413e-05, shape=(), dtype=float64)","tf.Tensor(0.025665292799810332, shape=(), dtype=float64)"
"tf.Tensor(9.080379861776319e-05, shape=(), dtype=float64)","tf.Tensor(0.02318256991648519, shape=(), dtype=float64)"
"tf.Tensor(9.15512457751365e-05, shape=(), dtype=float64)","tf.Tensor(0.028166066326559543, shape=(), dtype=float64)"
"tf.Tensor(9.052391388046933e-05, shape=(), dtype=float64)","tf.Tensor(0.02225082162195509, shape=(), dtype=float64)"
"tf.Tensor(9.017678015467278e-05, shape=(), dtype=float64)","tf.Tensor(0.018884526408869836, shape=(), dtype=float64)"
"tf.Tensor(9.110202343984538e-05, shape=(), dtype=float64)","tf.Tensor(0.027511427127433933, shape=(), dtype=float64)"
"tf.Tensor(9.141511326980286e-05, shape=(), dtype=float64)","tf.Tensor(0.024540936397085076, shape=(), dtype=float64)"
"tf.Tensor(9.053137483994636e-05, shape=(), dtype=float64)","tf.Tensor(0.027034435248165442, shape=(), dtype=float64)"
"tf.Tensor(8.922366383484336e-05, shape=(), dtype=float64)","tf.Tensor(0.02749055514051394, shape=(), dtype=float64)"
"tf.Tensor(9.164518759770126e-05, shape=(), dtype=float64)","tf.Tensor(0.02366232821870302, shape=(), dtype=float64)"
"tf.Tensor(9.27465135148822e-05, shape=(), dtype=float64)","tf.Tensor(0.0229216822720003, shape=(), dtype=float64)"
"tf.Tensor(9.092885260469132e-05, shape=(), dtype=float64)","tf.Tensor(0.0244953137341969, shape=(), dtype=float64)"
"tf.Tensor(8.965670933857903e-05, shape=(), dtype=float64)","tf.Tensor(0.022299913633410412, shape=(), dtype=float64)"
"tf.Tensor(9.264650278942847e-05, shape=(), dtype=float64)","tf.Tensor(0.027259172289735352, shape=(), dtype=float64)"
"tf.Tensor(9.189025574633213e-05, shape=(), dtype=float64)","tf.Tensor(0.025234276521983227, shape=(), dtype=float64)"
"tf.Tensor(9.137029730063363e-05, shape=(), dtype=float64)","tf.Tensor(0.02461057501947368, shape=(), dtype=float64)"
"tf.Tensor(9.069015233604913e-05, shape=(), dtype=float64)","tf.Tensor(0.025057391483968607, shape=(), dtype=float64)"
"tf.Tensor(8.928626303721771e-05, shape=(), dtype=float64)","tf.Tensor(0.023124179261571752, shape=(), dtype=float64)"
"tf.Tensor(9.094765275116583e-05, shape=(), dtype=float64)","tf.Tensor(0.027894496606181485, shape=(), dtype=float64)"
"tf.Tensor(9.446166423635818e-05, shape=(), dtype=float64)","tf.Tensor(0.02456391142251442, shape=(), dtype=float64)"
"tf.Tensor(9.106903940990769e-05, shape=(), dtype=float64)","tf.Tensor(0.02516129137719, shape=(), dtype=float64)"
"tf.Tensor(9.248943100891786e-05, shape=(), dtype=float64)","tf.Tensor(0.024291768005925276, shape=(), dtype=float64)"
"tf.Tensor(9.035357670369174e-05, shape=(), dtype=float64)","tf.Tensor(0.02356076275495742, shape=(), dtype=float64)"
"tf.Tensor(9.120563594094108e-05, shape=(), dtype=float64)","tf.Tensor(0.02559118275600808, shape=(), dtype=float64)"
"tf.Tensor(9.15394267601425e-05, shape=(), dtype=float64)","tf.Tensor(0.020384339553841356, shape=(), dtype=float64)"
"tf.Tensor(9.23643811105691e-05, shape=(), dtype=float64)","tf.Tensor(0.023708591142417308, shape=(), dtype=float64)"
"tf.Tensor(9.177592186120853e-05, shape=(), dtype=float64)","tf.Tensor(0.02463824756516562, shape=(), dtype=float64)"
"tf.Tensor(9.102942921405769e-05, shape=(), dtype=float64)","tf.Tensor(0.021983198954764832, shape=(), dtype=float64)"
"tf.Tensor(9.106105190359496e-05, shape=(), dtype=float64)","tf.Tensor(0.024817343000191186, shape=(), dtype=float64)"
"tf.Tensor(9.122323030269631e-05, shape=(), dtype=float64)","tf.Tensor(0.022514793078449162, shape=(), dtype=float64)"
"tf.Tensor(9.296725300036814e-05, shape=(), dtype=float64)","tf.Tensor(0.02422317344249389, shape=(), dtype=float64)"
"tf.Tensor(8.930209690776228e-05, shape=(), dtype=float64)","tf.Tensor(0.024215771110275536, shape=(), dtype=float64)"
"tf.Tensor(8.824543103376396e-05, shape=(), dtype=float64)","tf.Tensor(0.021351595237865346, shape=(), dtype=float64)"
"tf.Tensor(8.90593099090468e-05, shape=(), dtype=float64)","tf.Tensor(0.02162676089454986, shape=(), dtype=float64)"
"tf.Tensor(9.022969890728885e-05, shape=(), dtype=float64)","tf.Tensor(0.02382799886556372, shape=(), dtype=float64)"
"tf.Tensor(8.930358229241872e-05, shape=(), dtype=float64)","tf.Tensor(0.01939058742948316, shape=(), dtype=float64)"
"tf.Tensor(9.114500943454476e-05, shape=(), dtype=float64)","tf.Tensor(0.023994098300038135, shape=(), dtype=float64)"
"tf.Tensor(9.202737574285357e-05, shape=(), dtype=float64)","tf.Tensor(0.021579927062441658, shape=(), dtype=float64)"
"tf.Tensor(9.073935160892271e-05, shape=(), dtype=float64)","tf.Tensor(0.022730824440489603, shape=(), dtype=float64)"
"tf.Tensor(9.348194382884987e-05, shape=(), dtype=float64)","tf.Tensor(0.02286392064242166, shape=(), dtype=float64)"
"tf.Tensor(9.112827863589865e-05, shape=(), dtype=float64)","tf.Tensor(0.022681787742128565, shape=(), dtype=float64)"
"tf.Tensor(8.996530794816744e-05, shape=(), dtype=float64)","tf.Tensor(0.02083305604043972, shape=(), dtype=float64)"
"tf.Tensor(9.1615267281956e-05, shape=(), dtype=float64)","tf.Tensor(0.02534667899474248, shape=(), dtype=float64)"
"tf.Tensor(9.012326976863551e-05, shape=(), dtype=float64)","tf.Tensor(0.023934738614104372, shape=(), dtype=float64)"
"tf.Tensor(9.267018073246982e-05, shape=(), dtype=float64)","tf.Tensor(0.026681765632470163, shape=(), dtype=float64)"
"tf.Tensor(8.985661116830324e-05, shape=(), dtype=float64)","tf.Tensor(0.023749260670942286, shape=(), dtype=float64)"
"tf.Tensor(9.024487665814529e-05, shape=(), dtype=float64)","tf.Tensor(0.025452760676153978, shape=(), dtype=float64)"
"tf.Tensor(9.059011194906512e-05, shape=(), dtype=float64)","tf.Tensor(0.027476875111320756, shape=(), dtype=float64)"
"tf.Tensor(9.033364756132103e-05, shape=(), dtype=float64)","tf.Tensor(0.019049024166003244, shape=(), dtype=float64)"
"tf.Tensor(9.150067260071503e-05, shape=(), dtype=float64)","tf.Tensor(0.026021607260317204, shape=(), dtype=float64)"
"tf.Tensor(9.05593906371917e-05, shape=(), dtype=float64)","tf.Tensor(0.020039683323598657, shape=(), dtype=float64)"
"tf.Tensor(9.165183274845133e-05, shape=(), dtype=float64)","tf.Tensor(0.028475778409946344, shape=(), dtype=float64)"
"tf.Tensor(9.075507608333475e-05, shape=(), dtype=float64)","tf.Tensor(0.028130315255454685, shape=(), dtype=float64)"
"tf.Tensor(9.133678371226373e-05, shape=(), dtype=float64)","tf.Tensor(0.02309566793574353, shape=(), dtype=float64)"
"tf.Tensor(9.199135675811306e-05, shape=(), dtype=float64)","tf.Tensor(0.020651697295529695, shape=(), dtype=float64)"
"tf.Tensor(8.838219326117666e-05, shape=(), dtype=float64)","tf.Tensor(0.022582855599968848, shape=(), dtype=float64)"
"tf.Tensor(9.240124355192673e-05, shape=(), dtype=float64)","tf.Tensor(0.02321365960486801, shape=(), dtype=float64)"
"tf.Tensor(8.793821157848105e-05, shape=(), dtype=float64)","tf.Tensor(0.023667439993655975, shape=(), dtype=float64)"
"tf.Tensor(9.201422601835455e-05, shape=(), dtype=float64)","tf.Tensor(0.023622947156635196, shape=(), dtype=float64)"
"tf.Tensor(9.276346437197988e-05, shape=(), dtype=float64)","tf.Tensor(0.023229685347908632, shape=(), dtype=float64)"
"tf.Tensor(8.932557017054545e-05, shape=(), dtype=float64)","tf.Tensor(0.02544790970810389, shape=(), dtype=float64)"
"tf.Tensor(9.086844358571423e-05, shape=(), dtype=float64)","tf.Tensor(0.02465577023534222, shape=(), dtype=float64)"
"tf.Tensor(9.1678682677666e-05, shape=(), dtype=float64)","tf.Tensor(0.02555121879422814, shape=(), dtype=float64)"
"tf.Tensor(8.902927515783711e-05, shape=(), dtype=float64)","tf.Tensor(0.024374983512741318, shape=(), dtype=float64)"
"tf.Tensor(9.00236985364892e-05, shape=(), dtype=float64)","tf.Tensor(0.0250549190990922, shape=(), dtype=float64)"
"tf.Tensor(9.068844943752148e-05, shape=(), dtype=float64)","tf.Tensor(0.02562548261687334, shape=(), dtype=float64)"
"tf.Tensor(9.005469177912047e-05, shape=(), dtype=float64)","tf.Tensor(0.025626115546741716, shape=(), dtype=float64)"
"tf.Tensor(8.937510549808828e-05, shape=(), dtype=float64)","tf.Tensor(0.021626514499250456, shape=(), dtype=float64)"
"tf.Tensor(9.142828609107931e-05, shape=(), dtype=float64)","tf.Tensor(0.022117906954741386, shape=(), dtype=float64)"
"tf.Tensor(9.103140587237148e-05, shape=(), dtype=float64)","tf.Tensor(0.02450339017358046, shape=(), dtype=float64)"
"tf.Tensor(9.132985895180196e-05, shape=(), dtype=float64)","tf.Tensor(0.022618374883736497, shape=(), dtype=float64)"
"tf.Tensor(9.08690657110619e-05, shape=(), dtype=float64)","tf.Tensor(0.023914492695781848, shape=(), dtype=float64)"
"tf.Tensor(9.263333211936473e-05, shape=(), dtype=float64)","tf.Tensor(0.022862924561701484, shape=(), dtype=float64)"
"tf.Tensor(9.044714534793597e-05, shape=(), dtype=float64)","tf.Tensor(0.021178602374696327, shape=(), dtype=float64)"
"tf.Tensor(9.229011626339047e-05, shape=(), dtype=float64)","tf.Tensor(0.025382384800513316, shape=(), dtype=float64)"
"tf.Tensor(8.93621817442227e-05, shape=(), dtype=float64)","tf.Tensor(0.022731355208501672, shape=(), dtype=float64)"
"tf.Tensor(9.153857344886889e-05, shape=(), dtype=float64)","tf.Tensor(0.022979446569093818, shape=(), dtype=float64)"
"tf.Tensor(9.063653291981843e-05, shape=(), dtype=float64)","tf.Tensor(0.02405141337643057, shape=(), dtype=float64)"
"tf.Tensor(9.150487069972038e-05, shape=(), dtype=float64)","tf.Tensor(0.023289699374655522, shape=(), dtype=float64)"
"tf.Tensor(9.124664007530577e-05, shape=(), dtype=float64)","tf.Tensor(0.022761282040935388, shape=(), dtype=float64)"
"tf.Tensor(8.988477925544405e-05, shape=(), dtype=float64)","tf.Tensor(0.024189034839638992, shape=(), dtype=float64)"
"tf.Tensor(8.971675988234092e-05, shape=(), dtype=float64)","tf.Tensor(0.021983158305280106, shape=(), dtype=float64)"
"tf.Tensor(9.30817702121162e-05, shape=(), dtype=float64)","tf.Tensor(0.02185564563931901, shape=(), dtype=float64)"
"tf.Tensor(9.044160010125283e-05, shape=(), dtype=float64)","tf.Tensor(0.023159895191884647, shape=(), dtype=float64)"
"tf.Tensor(9.17803370994926e-05, shape=(), dtype=float64)","tf.Tensor(0.02362815328702411, shape=(), dtype=float64)"
"tf.Tensor(9.225861549718498e-05, shape=(), dtype=float64)","tf.Tensor(0.02320952426341044, shape=(), dtype=float64)"
"tf.Tensor(9.113817229872514e-05, shape=(), dtype=float64)","tf.Tensor(0.024020066680700506, shape=(), dtype=float64)"
"tf.Tensor(9.287857007328282e-05, shape=(), dtype=float64)","tf.Tensor(0.02293120717297899, shape=(), dtype=float64)"
"tf.Tensor(8.990973623138086e-05, shape=(), dtype=float64)","tf.Tensor(0.021703120282570505, shape=(), dtype=float64)"
"tf.Tensor(9.015210001620325e-05, shape=(), dtype=float64)","tf.Tensor(0.02283419894533193, shape=(), dtype=float64)"
"tf.Tensor(9.118040312591316e-05, shape=(), dtype=float64)","tf.Tensor(0.02408583800640476, shape=(), dtype=float64)"
"tf.Tensor(9.227167912119946e-05, shape=(), dtype=float64)","tf.Tensor(0.0224882926893737, shape=(), dtype=float64)"
"tf.Tensor(9.104523900403566e-05, shape=(), dtype=float64)","tf.Tensor(0.02084680110562504, shape=(), dtype=float64)"
"tf.Tensor(9.191367805551795e-05, shape=(), dtype=float64)","tf.Tensor(0.024938597397289985, shape=(), dtype=float64)"
"tf.Tensor(9.231927598858418e-05, shape=(), dtype=float64)","tf.Tensor(0.022900707993227076, shape=(), dtype=float64)"
"tf.Tensor(9.1803328649816e-05, shape=(), dtype=float64)","tf.Tensor(0.02312781633660717, shape=(), dtype=float64)"
"tf.Tensor(8.921842882243433e-05, shape=(), dtype=float64)","tf.Tensor(0.02120650348651413, shape=(), dtype=float64)"
"tf.Tensor(9.139294600576168e-05, shape=(), dtype=float64)","tf.Tensor(0.022444625544921114, shape=(), dtype=float64)"
