err,val_err
"tf.Tensor(0.0007926129810080301, shape=(), dtype=float64)","tf.Tensor(0.024904203344138353, shape=(), dtype=float64)"
"tf.Tensor(0.000714400511492069, shape=(), dtype=float64)","tf.Tensor(0.015547814661225028, shape=(), dtype=float64)"
"tf.Tensor(0.0007689178456516082, shape=(), dtype=float64)","tf.Tensor(0.00911008862465104, shape=(), dtype=float64)"
"tf.Tensor(0.0007337416399206217, shape=(), dtype=float64)","tf.Tensor(0.014044104221686449, shape=(), dtype=float64)"
"tf.Tensor(0.0007627272713213893, shape=(), dtype=float64)","tf.Tensor(0.01857882185968538, shape=(), dtype=float64)"
"tf.Tensor(0.000748071596537841, shape=(), dtype=float64)","tf.Tensor(0.011518536227250813, shape=(), dtype=float64)"
"tf.Tensor(0.0007065839809277886, shape=(), dtype=float64)","tf.Tensor(0.009148952729210657, shape=(), dtype=float64)"
"tf.Tensor(0.0007792616727235273, shape=(), dtype=float64)","tf.Tensor(0.010465140040860865, shape=(), dtype=float64)"
"tf.Tensor(0.0007775151781822403, shape=(), dtype=float64)","tf.Tensor(0.013824327360816565, shape=(), dtype=float64)"
"tf.Tensor(0.0007515596886155894, shape=(), dtype=float64)","tf.Tensor(0.006055213995953571, shape=(), dtype=float64)"
"tf.Tensor(0.0007428408429675197, shape=(), dtype=float64)","tf.Tensor(0.006306224901360683, shape=(), dtype=float64)"
"tf.Tensor(0.0007389510268192741, shape=(), dtype=float64)","tf.Tensor(0.005911238981474541, shape=(), dtype=float64)"
"tf.Tensor(0.0007323676393664289, shape=(), dtype=float64)","tf.Tensor(0.005600989978316502, shape=(), dtype=float64)"
"tf.Tensor(0.0007105861997219066, shape=(), dtype=float64)","tf.Tensor(0.007347277962662069, shape=(), dtype=float64)"
"tf.Tensor(0.00075578230626941, shape=(), dtype=float64)","tf.Tensor(0.0057673900170988465, shape=(), dtype=float64)"
"tf.Tensor(0.0007770915603312562, shape=(), dtype=float64)","tf.Tensor(0.007142729448459847, shape=(), dtype=float64)"
"tf.Tensor(0.0007416763097272767, shape=(), dtype=float64)","tf.Tensor(0.005442676619408905, shape=(), dtype=float64)"
"tf.Tensor(0.0007509844778309446, shape=(), dtype=float64)","tf.Tensor(0.005565568340980152, shape=(), dtype=float64)"
"tf.Tensor(0.000731896748001729, shape=(), dtype=float64)","tf.Tensor(0.005785731272970623, shape=(), dtype=float64)"
"tf.Tensor(0.000735931820208084, shape=(), dtype=float64)","tf.Tensor(0.006724479850650375, shape=(), dtype=float64)"
"tf.Tensor(0.0007669937451622014, shape=(), dtype=float64)","tf.Tensor(0.008159692838104145, shape=(), dtype=float64)"
"tf.Tensor(0.0007272195527955733, shape=(), dtype=float64)","tf.Tensor(0.006150218799561393, shape=(), dtype=float64)"
"tf.Tensor(0.0007523005813692521, shape=(), dtype=float64)","tf.Tensor(0.010095541697040617, shape=(), dtype=float64)"
"tf.Tensor(0.0007536199701826665, shape=(), dtype=float64)","tf.Tensor(0.007951322132541334, shape=(), dtype=float64)"
"tf.Tensor(0.0007519029837257828, shape=(), dtype=float64)","tf.Tensor(0.009068837254926474, shape=(), dtype=float64)"
"tf.Tensor(0.0007472167634778802, shape=(), dtype=float64)","tf.Tensor(0.00781361500603282, shape=(), dtype=float64)"
"tf.Tensor(0.000764468273487087, shape=(), dtype=float64)","tf.Tensor(0.02167541593276736, shape=(), dtype=float64)"
"tf.Tensor(0.0007728444076197789, shape=(), dtype=float64)","tf.Tensor(0.015806250730121908, shape=(), dtype=float64)"
"tf.Tensor(0.0007504138707668089, shape=(), dtype=float64)","tf.Tensor(0.019063077525149744, shape=(), dtype=float64)"
"tf.Tensor(0.0007203391404351717, shape=(), dtype=float64)","tf.Tensor(0.030078463060586227, shape=(), dtype=float64)"
"tf.Tensor(0.0007545134920322633, shape=(), dtype=float64)","tf.Tensor(0.019560464807793918, shape=(), dtype=float64)"
"tf.Tensor(0.0007455047125717289, shape=(), dtype=float64)","tf.Tensor(0.022075023780822756, shape=(), dtype=float64)"
"tf.Tensor(0.0007115794362652021, shape=(), dtype=float64)","tf.Tensor(0.013630138998391036, shape=(), dtype=float64)"
"tf.Tensor(0.0007234501428325735, shape=(), dtype=float64)","tf.Tensor(0.026802691652710146, shape=(), dtype=float64)"
"tf.Tensor(0.0007863665218172936, shape=(), dtype=float64)","tf.Tensor(0.030066063541958694, shape=(), dtype=float64)"
"tf.Tensor(0.0007357974372197652, shape=(), dtype=float64)","tf.Tensor(0.0211929986256947, shape=(), dtype=float64)"
"tf.Tensor(0.0007808041202331695, shape=(), dtype=float64)","tf.Tensor(0.02281980430793801, shape=(), dtype=float64)"
"tf.Tensor(0.0007428842021669061, shape=(), dtype=float64)","tf.Tensor(0.020352758716811196, shape=(), dtype=float64)"
"tf.Tensor(0.0007711557728297787, shape=(), dtype=float64)","tf.Tensor(0.02022046267914294, shape=(), dtype=float64)"
"tf.Tensor(0.000711112327937348, shape=(), dtype=float64)","tf.Tensor(0.02392945993773049, shape=(), dtype=float64)"
"tf.Tensor(0.0007499661858524972, shape=(), dtype=float64)","tf.Tensor(0.024538968894181855, shape=(), dtype=float64)"
"tf.Tensor(0.0007401012552805991, shape=(), dtype=float64)","tf.Tensor(0.033696850519048194, shape=(), dtype=float64)"
"tf.Tensor(0.0007323561391055315, shape=(), dtype=float64)","tf.Tensor(0.02909549210730072, shape=(), dtype=float64)"
"tf.Tensor(0.0007597921180807151, shape=(), dtype=float64)","tf.Tensor(0.025321792624197294, shape=(), dtype=float64)"
"tf.Tensor(0.0007340292274884087, shape=(), dtype=float64)","tf.Tensor(0.027150037576215206, shape=(), dtype=float64)"
"tf.Tensor(0.0007387009148340234, shape=(), dtype=float64)","tf.Tensor(0.025503293277885936, shape=(), dtype=float64)"
"tf.Tensor(0.000752055709588187, shape=(), dtype=float64)","tf.Tensor(0.020616809957489615, shape=(), dtype=float64)"
"tf.Tensor(0.0007520192233694878, shape=(), dtype=float64)","tf.Tensor(0.026043730818566563, shape=(), dtype=float64)"
"tf.Tensor(0.0007493688412771743, shape=(), dtype=float64)","tf.Tensor(0.032453959684860145, shape=(), dtype=float64)"
"tf.Tensor(0.0007186139111604364, shape=(), dtype=float64)","tf.Tensor(0.028617522878610843, shape=(), dtype=float64)"
"tf.Tensor(0.0007167246865124844, shape=(), dtype=float64)","tf.Tensor(0.024013296951546415, shape=(), dtype=float64)"
"tf.Tensor(0.000767478080421823, shape=(), dtype=float64)","tf.Tensor(0.033893946114943084, shape=(), dtype=float64)"
"tf.Tensor(0.000692118401402919, shape=(), dtype=float64)","tf.Tensor(0.032201937809347124, shape=(), dtype=float64)"
"tf.Tensor(0.0007319368999105777, shape=(), dtype=float64)","tf.Tensor(0.022543526582493357, shape=(), dtype=float64)"
"tf.Tensor(0.0007370481675638956, shape=(), dtype=float64)","tf.Tensor(0.028868864076069832, shape=(), dtype=float64)"
"tf.Tensor(0.0007291026788273783, shape=(), dtype=float64)","tf.Tensor(0.027370733722945767, shape=(), dtype=float64)"
"tf.Tensor(0.0007129804931811549, shape=(), dtype=float64)","tf.Tensor(0.02538247643592922, shape=(), dtype=float64)"
"tf.Tensor(0.0007495113065056553, shape=(), dtype=float64)","tf.Tensor(0.026729090458399368, shape=(), dtype=float64)"
"tf.Tensor(0.0007296311956653172, shape=(), dtype=float64)","tf.Tensor(0.03009709699921801, shape=(), dtype=float64)"
"tf.Tensor(0.0007282854816464087, shape=(), dtype=float64)","tf.Tensor(0.027716798220144317, shape=(), dtype=float64)"
"tf.Tensor(0.0007331519131750072, shape=(), dtype=float64)","tf.Tensor(0.020540512494304667, shape=(), dtype=float64)"
