40,-63.55137814873617,-63.55137814873617,-63.55137814873617,-63.55137814873617,-63.55137814873617,-65.31866278216525,-65.31866278216525,-65.31866278216525,-65.31866278216525,-65.31866278216525,-66.00500770169323,-66.00500770169323,-66.00500770169323,-66.00500770169323,-66.00500770169323,-67.58817585199789,-67.58817585199789,-67.58817585199789,-67.58817585199789,-67.58817585199789
80,-69.22145027216632,-69.22145027216632,-69.39466934295214,-69.39466934295214,-69.39466934295214,-69.39466934295214,-69.39466934295214,-69.68043882029018,-69.68043882029018,-69.68043882029018,-70.02331693007727,-70.02331693007727,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211
120,-67.91416916172312,-67.91416916172312,-69.21097020610398,-69.98369422760626,-70.42321832006448,-70.42321832006448,-70.88220686818835,-70.88220686818835,-70.88220686818835,-70.88220686818835,-70.88220686818835,-70.97740653854852,-70.97740653854852,-70.97740653854852,-70.97740653854852,-70.97740653854852,-70.97740653854852,-70.97740653854852,-70.97740653854852,-70.97740653854852
160,-68.17704207270998,-69.11701792635871,-70.13577234631063,-70.20284550166616,-70.20284550166616,-70.46216450842327,-71.46216450842327,-71.46216450842327,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719,-71.74967016865719
200,-70.15158042586107,-71.0129332886089,-72.05770648711677,-72.71146530623854,-72.71146530623854,-72.71146530623854,-72.71146530623854,-72.71146530623854,-72.75405568888816,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677,-73.53154163658677
240,-70.35269503056887,-72.74994284126741,-73.16715829097245,-73.6166268753551,-74.5353067041707,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732
280,-69.35430302229071,-71.39128269068686,-73.87692947147055,-74.08652902382407,-74.8242402223394,-74.8242402223394,-74.8242402223394,-74.8242402223394,-75.19402968020029,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732
320,-69.64841591535847,-72.48866088029337,-74.5353067041707,-74.8242402223394,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732
360,-69.7319030044407,-71.17990770879253,-74.32570715181714,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566
400,-69.46789575075117,-71.5224770593588,-75.08352771615958,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566
