40,-113.56356624496907,-113.56356624496907,-113.56356624496907,-113.56356624496907,-113.56356624496907,-113.56356624496907,-113.56356624496907,-113.56356624496907,-113.56356624496907,-113.56356624496907,-115.04299475196805,-115.81760944306541,-115.68443085666087,-116.29305575160814,-116.29305575160814,-116.29305575160814,-116.45569347459787,-116.45569347459787,-116.15801249611842,-116.15801249611842
80,-119.9321869689755,-119.9321869689755,-119.9321869689755,-119.9321869689755,-119.9321869689755,-121.38051099283798,-121.38051099283798,-122.28366120859502,-122.28366120859502,-121.58186972307999,-123.7730904560467,-123.87874799538402,-124.61707338565158,-124.61707338565158,-125.23309697993288,-125.1089644503894,-125.2561483638548,-125.04707712626771,-125.04707712626771,-125.04707712626771
120,-123.11014613323398,-123.11014613323398,-123.11014613323398,-124.29329446367063,-126.14350399170124,-125.75934460356805,-126.62196020992967,-127.10246172080667,-126.91839159072273,-126.91839159072273,-127.46675530141341,-128.65721263707817,-128.65721263707817,-128.95730984449622,-129.6186647991848,-128.95730984449622,-130.09801178846698,-130.09801178846698,-130.04517422432798,-130.04517422432798
160,-123.20935173926436,-123.20935173926436,-126.27456576633247,-127.04750766137782,-127.45828025336363,-128.64115512745414,-128.4230137969859,-128.39185744980117,-130.05222188331825,-130.29776216175816,-131.42057541319753,-131.63575774982414,-131.49446285682552,-131.45106395630754,-131.42057541319753,-131.60214006846005,-131.60214006846005,-131.8924471577643,-132.43576153382676,-132.43576153382676
200,-128.23448605500283,-128.23448605500283,-130.77828990640148,-132.29829379001856,-135.00729521450083,-134.21104114456816,-134.36000949950753,-134.45147727579354,-134.48591117429356,-134.23626591016833,-135.67417571979536,-135.4212742731395,-135.47895365296878,-135.47895365296878,-135.47895365296878,-135.47895365296878,-135.47895365296878,-136.0685428451586,-136.0685428451586,-136.0685428451586
240,-129.13759577711318,-129.6040567476455,-131.2672634633723,-132.83424954009135,-134.49590485511234,-136.34972474698492,-136.90204607470795,-137.33980606098604,-137.88895846619985,-138.26185139550964,-138.26185139550964,-138.56996049850883,-138.33888015585143,-138.33888015585143,-138.34177696204577,-139.17229567600177,-139.17229567600177,-139.17229567600177,-139.17229567600177,-139.17229567600177
280,-126.79104321724036,-128.35587636817314,-134.5573908790668,-137.79295586130218,-138.5395551712306,-137.13767698851254,-137.42230248358754,-137.42230248358754,-137.42230248358754,-139.1164796614708,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-140.05000614065258,-140.05000614065258,-140.05000614065258,-140.05000614065258
320,-124.47965968945661,-128.24743159868422,-134.82640091750648,-136.25687520646468,-138.3472867762041,-138.3472867762041,-138.3472867762041,-138.59241654830205,-139.1164796614708,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-139.81826176798143,-140.05000614065258,-140.05000614065258,-140.05000614065258,-140.05000614065258,-140.05000614065258
360,-128.02912509554355,-131.80730594279296,-136.10022263660753,-138.3512742762546,-138.3512742762546,-138.5713251867404,-138.5713251867404,-138.5713251867404,-139.10886942980588,-140.40792642801807,-140.40792642801807,-140.40792642801807,-140.40792642801807,-140.40792642801807,-140.40792642801807,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105
400,-123.82098686185302,-129.20174112294845,-136.3925864153681,-137.64482813331577,-138.3512742762546,-138.5713251867404,-138.5713251867404,-138.5713251867404,-139.26770569889885,-140.2801443875867,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105,-140.56676269711105
