40,-59.598597600418834,-61.74206863463156,-61.74206863463156,-63.55137814873617,-63.55137814873617,-63.55137814873617,-63.55137814873617,-63.55137814873617,-65.31866278216525,-65.31866278216525,-65.31866278216525,-65.31866278216525,-65.31866278216525,-66.00500770169323,-66.00500770169323,-66.00500770169323,-66.00500770169323,-66.00500770169323,-66.00500770169323,-66.00500770169323,-66.00500770169323
80,-64.58790588059286,-69.08917862262618,-69.08917862262618,-69.39466934295214,-69.39466934295214,-69.39466934295214,-69.39466934295214,-69.39466934295214,-69.39466934295214,-69.68043882029018,-69.68043882029018,-69.68043882029018,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211,-70.07553310257211
120,-67.40879634567958,-68.63259938765046,-69.21097020610398,-69.04286765291339,-69.04286765291339,-69.67395871380198,-69.67395871380198,-69.67395871380198,-69.67395871380198,-69.67395871380198,-69.67395871380198,-70.36224553153012,-70.36224553153012,-70.84896813423657,-70.84896813423657,-70.84896813423657,-70.84896813423657,-70.84896813423657,-70.84896813423657,-70.84896813423657,-70.84896813423657
160,-69.35080857044655,-69.73133340440936,-70.20284550166616,-70.29532787785763,-70.29532787785763,-70.54774665235232,-70.54774665235232,-70.54774665235232,-70.54774665235232,-71.66970651864486,-71.66970651864486,-71.66970651864486,-71.66970651864486,-71.66970651864486,-71.72848282682538,-71.72848282682538,-71.72848282682538,-71.72848282682538,-71.72848282682538,-71.72848282682538,-71.72848282682538
200,-71.01062483261303,-72.05770648711677,-72.05770648711677,-72.8479597073215,-72.8479597073215,-72.8479597073215,-72.8479597073215,-72.8479597073215,-72.89055008997113,-73.09814595388575,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244,-73.39345170704244
240,-72.74994284126741,-73.16715829097245,-73.49579695020665,-74.41447677902224,-75.07319975505186,-75.07319975505186,-75.07319975505186,-75.07319975505186,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289,-75.1210590406289
280,-72.68245370714166,-73.87692947147055,-74.08652902382407,-74.8242402223394,-74.8242402223394,-74.8242402223394,-74.8242402223394,-74.8242402223394,-75.19402968020029,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732
320,-74.08652902382407,-74.5353067041707,-74.8242402223394,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732,-75.24188896577732
360,-74.21520518777642,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.24188896577732,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566
400,-74.21520518777642,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.19402968020029,-75.24188896577732,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566,-75.42712737328566
