err,val_err
"tf.Tensor(0.0006101013173065201, shape=(), dtype=float64)","tf.Tensor(0.000752062160183582, shape=(), dtype=float64)"
"tf.Tensor(0.0006078578023697106, shape=(), dtype=float64)","tf.Tensor(0.001022783924178886, shape=(), dtype=float64)"
"tf.Tensor(0.0006077772327436292, shape=(), dtype=float64)","tf.Tensor(0.0010124161414855957, shape=(), dtype=float64)"
"tf.Tensor(0.0006117162306201076, shape=(), dtype=float64)","tf.Tensor(0.00099041893743904, shape=(), dtype=float64)"
"tf.Tensor(0.0006111134789458413, shape=(), dtype=float64)","tf.Tensor(0.0009902172297792733, shape=(), dtype=float64)"
"tf.Tensor(0.0006095508054957788, shape=(), dtype=float64)","tf.Tensor(0.0008175223288126644, shape=(), dtype=float64)"
"tf.Tensor(0.0006100274830769199, shape=(), dtype=float64)","tf.Tensor(0.000948985772223711, shape=(), dtype=float64)"
"tf.Tensor(0.0006098849947890696, shape=(), dtype=float64)","tf.Tensor(0.0008885510596237266, shape=(), dtype=float64)"
"tf.Tensor(0.0006048739440908371, shape=(), dtype=float64)","tf.Tensor(0.0008508248969377998, shape=(), dtype=float64)"
"tf.Tensor(0.0006078194470413213, shape=(), dtype=float64)","tf.Tensor(0.0007910869425612282, shape=(), dtype=float64)"
"tf.Tensor(0.0006044784278451996, shape=(), dtype=float64)","tf.Tensor(0.000982017230034953, shape=(), dtype=float64)"
"tf.Tensor(0.0006062706723906145, shape=(), dtype=float64)","tf.Tensor(0.000819005162350044, shape=(), dtype=float64)"
"tf.Tensor(0.0006089476244672745, shape=(), dtype=float64)","tf.Tensor(0.000953135323612247, shape=(), dtype=float64)"
"tf.Tensor(0.0006048562939782309, shape=(), dtype=float64)","tf.Tensor(0.0008407620544081778, shape=(), dtype=float64)"
"tf.Tensor(0.0006083694650160021, shape=(), dtype=float64)","tf.Tensor(0.0009540889200679737, shape=(), dtype=float64)"
"tf.Tensor(0.0006128334406525726, shape=(), dtype=float64)","tf.Tensor(0.0011810403995931736, shape=(), dtype=float64)"
"tf.Tensor(0.0006059091123632162, shape=(), dtype=float64)","tf.Tensor(0.0010751913991552124, shape=(), dtype=float64)"
"tf.Tensor(0.000610631863727418, shape=(), dtype=float64)","tf.Tensor(0.0009738567178033889, shape=(), dtype=float64)"
"tf.Tensor(0.0006058655185055956, shape=(), dtype=float64)","tf.Tensor(0.0011459273410451465, shape=(), dtype=float64)"
"tf.Tensor(0.0006076008587974555, shape=(), dtype=float64)","tf.Tensor(0.0011743259028262265, shape=(), dtype=float64)"
"tf.Tensor(0.0006079705601635443, shape=(), dtype=float64)","tf.Tensor(0.0019060646655286362, shape=(), dtype=float64)"
"tf.Tensor(0.0006117159628432271, shape=(), dtype=float64)","tf.Tensor(0.0014852275585095643, shape=(), dtype=float64)"
"tf.Tensor(0.0006071434960922453, shape=(), dtype=float64)","tf.Tensor(0.0014834661074386265, shape=(), dtype=float64)"
"tf.Tensor(0.0006065429576421488, shape=(), dtype=float64)","tf.Tensor(0.0013192691896788589, shape=(), dtype=float64)"
"tf.Tensor(0.0006069714965472425, shape=(), dtype=float64)","tf.Tensor(0.0015654061482127675, shape=(), dtype=float64)"
"tf.Tensor(0.0006105978553601121, shape=(), dtype=float64)","tf.Tensor(0.0015972492521493624, shape=(), dtype=float64)"
"tf.Tensor(0.0006087073536528586, shape=(), dtype=float64)","tf.Tensor(0.001504015920979014, shape=(), dtype=float64)"
"tf.Tensor(0.0006102296678950578, shape=(), dtype=float64)","tf.Tensor(0.0015945828516721362, shape=(), dtype=float64)"
"tf.Tensor(0.0006104090869603327, shape=(), dtype=float64)","tf.Tensor(0.001282016572422538, shape=(), dtype=float64)"
"tf.Tensor(0.0006108508007469487, shape=(), dtype=float64)","tf.Tensor(0.0015940608241642625, shape=(), dtype=float64)"
"tf.Tensor(0.0006076953605262003, shape=(), dtype=float64)","tf.Tensor(0.002226904804166331, shape=(), dtype=float64)"
"tf.Tensor(0.0006078328315748099, shape=(), dtype=float64)","tf.Tensor(0.001736380833284708, shape=(), dtype=float64)"
"tf.Tensor(0.0006051162903166419, shape=(), dtype=float64)","tf.Tensor(0.0020336396212311462, shape=(), dtype=float64)"
