err,val_err
"tf.Tensor(0.0011820964792252674, shape=(), dtype=float64)","tf.Tensor(0.003164933702374263, shape=(), dtype=float64)"
"tf.Tensor(0.001185556020206512, shape=(), dtype=float64)","tf.Tensor(0.002747766942409901, shape=(), dtype=float64)"
"tf.Tensor(0.0011815446061292888, shape=(), dtype=float64)","tf.Tensor(0.0027155975250833142, shape=(), dtype=float64)"
"tf.Tensor(0.0011827529529769279, shape=(), dtype=float64)","tf.Tensor(0.0018834985757491029, shape=(), dtype=float64)"
"tf.Tensor(0.0011808141918026455, shape=(), dtype=float64)","tf.Tensor(0.001762471777555422, shape=(), dtype=float64)"
"tf.Tensor(0.0011831581949460614, shape=(), dtype=float64)","tf.Tensor(0.0019758372396976778, shape=(), dtype=float64)"
"tf.Tensor(0.001182680336804562, shape=(), dtype=float64)","tf.Tensor(0.0017125082896744797, shape=(), dtype=float64)"
"tf.Tensor(0.0011835097984110071, shape=(), dtype=float64)","tf.Tensor(0.0018336226812670044, shape=(), dtype=float64)"
"tf.Tensor(0.0011845316413589603, shape=(), dtype=float64)","tf.Tensor(0.002041276128521154, shape=(), dtype=float64)"
"tf.Tensor(0.00118380102411627, shape=(), dtype=float64)","tf.Tensor(0.00215305857486101, shape=(), dtype=float64)"
"tf.Tensor(0.0011849048224474978, shape=(), dtype=float64)","tf.Tensor(0.0019555329172814867, shape=(), dtype=float64)"
"tf.Tensor(0.0011841166764268438, shape=(), dtype=float64)","tf.Tensor(0.0019073632370174842, shape=(), dtype=float64)"
"tf.Tensor(0.0011868784201579964, shape=(), dtype=float64)","tf.Tensor(0.0019891625789283684, shape=(), dtype=float64)"
"tf.Tensor(0.0011839005697402891, shape=(), dtype=float64)","tf.Tensor(0.0019299017919230876, shape=(), dtype=float64)"
"tf.Tensor(0.0011813213739045277, shape=(), dtype=float64)","tf.Tensor(0.0017016009961014422, shape=(), dtype=float64)"
"tf.Tensor(0.0011826505816659556, shape=(), dtype=float64)","tf.Tensor(0.0016854119039609052, shape=(), dtype=float64)"
"tf.Tensor(0.001181443056880901, shape=(), dtype=float64)","tf.Tensor(0.002585608735586122, shape=(), dtype=float64)"
"tf.Tensor(0.0011873234806092708, shape=(), dtype=float64)","tf.Tensor(0.0016292463869762527, shape=(), dtype=float64)"
"tf.Tensor(0.0011863187042810638, shape=(), dtype=float64)","tf.Tensor(0.0017031321015476594, shape=(), dtype=float64)"
"tf.Tensor(0.0011839664725109124, shape=(), dtype=float64)","tf.Tensor(0.0017366024402026053, shape=(), dtype=float64)"
"tf.Tensor(0.0011864923269571085, shape=(), dtype=float64)","tf.Tensor(0.0017577740464342919, shape=(), dtype=float64)"
"tf.Tensor(0.0011836768300342638, shape=(), dtype=float64)","tf.Tensor(0.001813220320545496, shape=(), dtype=float64)"
"tf.Tensor(0.001186134859142961, shape=(), dtype=float64)","tf.Tensor(0.001955180448600766, shape=(), dtype=float64)"
"tf.Tensor(0.0011846099923101395, shape=(), dtype=float64)","tf.Tensor(0.0022127742284060855, shape=(), dtype=float64)"
"tf.Tensor(0.0011851956577787275, shape=(), dtype=float64)","tf.Tensor(0.001959114698867066, shape=(), dtype=float64)"
"tf.Tensor(0.001183151380538658, shape=(), dtype=float64)","tf.Tensor(0.001910589157068531, shape=(), dtype=float64)"
"tf.Tensor(0.0011846731413496837, shape=(), dtype=float64)","tf.Tensor(0.0020434663781765286, shape=(), dtype=float64)"
"tf.Tensor(0.0011869300250147996, shape=(), dtype=float64)","tf.Tensor(0.0016912876147241042, shape=(), dtype=float64)"
"tf.Tensor(0.0011822354608572267, shape=(), dtype=float64)","tf.Tensor(0.001643245363569241, shape=(), dtype=float64)"
"tf.Tensor(0.0011830649182857607, shape=(), dtype=float64)","tf.Tensor(0.0016452453138011503, shape=(), dtype=float64)"
"tf.Tensor(0.0011834513099601885, shape=(), dtype=float64)","tf.Tensor(0.0018841719917434387, shape=(), dtype=float64)"
"tf.Tensor(0.0011837276453057378, shape=(), dtype=float64)","tf.Tensor(0.001994478506793317, shape=(), dtype=float64)"
"tf.Tensor(0.0011845301587569187, shape=(), dtype=float64)","tf.Tensor(0.0018194054772351256, shape=(), dtype=float64)"
"tf.Tensor(0.0011804706912460577, shape=(), dtype=float64)","tf.Tensor(0.0018783232136356635, shape=(), dtype=float64)"
"tf.Tensor(0.0011828958963426264, shape=(), dtype=float64)","tf.Tensor(0.0018367215783510796, shape=(), dtype=float64)"
"tf.Tensor(0.0011820069185941434, shape=(), dtype=float64)","tf.Tensor(0.001953368473301476, shape=(), dtype=float64)"
"tf.Tensor(0.00118437992858861, shape=(), dtype=float64)","tf.Tensor(0.002257763509496927, shape=(), dtype=float64)"
"tf.Tensor(0.0011807564865447353, shape=(), dtype=float64)","tf.Tensor(0.002405963217464125, shape=(), dtype=float64)"
"tf.Tensor(0.001183794360217251, shape=(), dtype=float64)","tf.Tensor(0.0020452701614941107, shape=(), dtype=float64)"
"tf.Tensor(0.0011815290647371607, shape=(), dtype=float64)","tf.Tensor(0.0024334493334584586, shape=(), dtype=float64)"
"tf.Tensor(0.0011833986543091023, shape=(), dtype=float64)","tf.Tensor(0.0020341287306321985, shape=(), dtype=float64)"
"tf.Tensor(0.0011815260492345663, shape=(), dtype=float64)","tf.Tensor(0.0021840710650316538, shape=(), dtype=float64)"
"tf.Tensor(0.0011832913375139941, shape=(), dtype=float64)","tf.Tensor(0.0023105754564666614, shape=(), dtype=float64)"
"tf.Tensor(0.0011807842291214898, shape=(), dtype=float64)","tf.Tensor(0.0022133789133927666, shape=(), dtype=float64)"
"tf.Tensor(0.0011857164580160496, shape=(), dtype=float64)","tf.Tensor(0.002069086732793061, shape=(), dtype=float64)"
